வார்டு எண்,மரியாதைத் தலைப்பு,வேட்பாளரின் பெயர்,வேட்பாளரின் தந்தை/கணவர் பெயர்,பாலினம்‌,வயது,அரசியல் கட்சியின் பெயர்,வேட்புமனுவின் நிலை
102,திருமதி,ஆதிலட்சுமி,ஆனந்தன்,பெண்,41,Pattali Makkal Katchi,
102,திருமதி,லட்சுமி,கண்ணன்,பெண்,38,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
102,திருமதி,யோகேஸ்வரி,சி. சுந்தரேசன்,பெண்,42,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
103,திருமதி,வள்ளி,கதிர்வேலு,பெண்,62,Pattali Makkal Katchi,
103,செல்வி,ரிஸ்வானா பேகம்,ஹாஜா முகமது ,பெண்,29,Tamil Thayaga Makkal Munnetra Katchi,
103,திருமதி,சித்ரா,வினோத்,பெண்,33,சுயேட்சை வேட்பாளர்,
103,திருமதி,காயத்ரி,சுதாகர்,பெண்,42,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
103,திருமதி,ராதாபிரியா,கிருஷ்ணமூர்த்தி,பெண்,34,Makkal Needhi Maiam,
103,திருமதி,மகேஸ்வரி,சத்தியநாரயணன்,பெண்,45,சுயேட்சை வேட்பாளர்,
103,திருமதி,புஷ்பலதா,ஜெய்சங்கர்,பெண்,50,திராவிட முன்னேற்றக் கழகம்,
103,திருமதி,புனிதா,பாக்கியநாதன்,பெண்,54,பாரதிய ஜனதா கட்சி,
103,திருமதி,பரகத்நிஷா,அகமதுஜமில்,பெண்,32,Naam Tamilar Katchi,
103,திருமதி,காஞ்சனா தேவி,இயேசுதாஸ்,பெண்,29,சுயேட்சை வேட்பாளர்,
103,திருமதி,உஷாராணி,மா. தேவராஜ்,பெண்,33,Amma Makkal Munnettra Kazagam,
103,திருமதி,உமா மகேஸ்வரி,சரவணன்,பெண்,29,சுயேட்சை வேட்பாளர்,
103,திருமதி,சித்ரா,சங்கர்,பெண்,41,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
103,திருமதி,பூஜா,சுதாகர்,பெண்,21,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
104,திரு,ரமேஷ்குமார்,ம சாம்பசிவம்,ஆண்,37,சுயேட்சை வேட்பாளர்,
104,திரு,ஸ்ரீதரன்,முத்துப்பெருமாள்,ஆண்,43,Pattali Makkal Katchi,
104,திருமதி,விஜயலட்சுமி,வி.சசிகுமார்,பெண்,40,பகுஜன் சமாஜ் கட்சி,
104,திரு,முரளி வினோத், க மாசிலா மணி,ஆண்,38,சுயேட்சை வேட்பாளர்,
104,திரு,பாஸ்கரன்,கோவிந்தராஜ்,ஆண்,59,Amma Makkal Munnettra Kazagam,
104,திரு,பாலாஜி, சாமிநாதன்,ஆண்,40,Makkal Needhi Maiam,
104,திரு,நரசிம்மன்,மார்கண்டேயலு,ஆண்,59,Naam Tamilar Katchi,
104,திரு,நந்த கோபால்,பாலசுப்ரமணி,ஆண்,67,பாரதிய ஜனதா கட்சி,
104,திரு,சோலையப்பன்,வேல்முருகன்,ஆண்,35,தேசிய முற்போக்கு திராவிட கழகம்,
104,திரு,சிவராஜ், ஆறுமுகம்,ஆண்,35,சுயேட்சை வேட்பாளர்,
104,திரு,சாந்தனு,மு சத்திய மூர்த்தி,ஆண்,33,சுயேட்சை வேட்பாளர்,
104,திரு,அப்துல் ஜலீல்,காசிம்,ஆண்,41,சுயேட்சை வேட்பாளர்,
104,திரு,கோதண்டன்,ந சடகோபன்,ஆண்,52,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
104,திரு,திவாகர்,ஆ.சம்பத்,ஆண்,32,Naam Tamilar Katchi, திரும்பப்பெறப் பட்டது 
104,திரு,சாலமன்,ஜோசப் செல்வதுரை,ஆண்,46,Naam Tamilar Katchi, திரும்பப்பெறப் பட்டது 
104,திரு,கமல்குமார்,வாசுதேவன்,ஆண்,32,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
104,திரு,செம்மொழி,வரதாஜீலு,ஆண்,56,திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
104,திரு,செம்மொழி,வரதராஜீலு,ஆண்,56,திராவிட முன்னேற்றக் கழகம்,
104,திருமதி,கௌசல்யா,ப சுரேஷ்குமார்,பெண்,28,சுயேட்சை வேட்பாளர்,
104,திரு,அசோக் குமார்,இரா அப்பா துரை,ஆண்,51,சுயேட்சை வேட்பாளர்,
104,திரு,லோகுபாபு,பக்தசிங்,ஆண்,45,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
104,திரு,அப்துல் ஜலில்,காசிம்,ஆண்,41,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
104,திரு,செம்மொழி,வரதாஜீலு,ஆண்,56,திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
105,திருமதி,ஜெயராணி,தீனதயாளு,பெண்,63,தேசியவாத காங்கிரஸ் கட்சி,
105,திரு,தனசேகர்,மு.அருமைநாதன்,ஆண்,42,தேசிய முற்போக்கு திராவிட கழகம்,
105,திரு,தங்கவேலு,செல்லன்,ஆண்,72,சுயேட்சை வேட்பாளர்,
105,திருமதி,தங்கமாரி,அ.சக்திமுருகன்,பெண்,37,Naam Tamilar Katchi,
105,திரு,சுகுமாரன்,வி.கே.கல்யாணசுந்தரம்,ஆண்,71,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
105,திருமதி,சாந்தி,தினகரன்,பெண்,33,சுயேட்சை வேட்பாளர்,
105,திரு,சங்கரேஸ்வரன்,வை.மாரிச்சாமி,ஆண்,44,Indiya Jananayaka Katchi,
105,திரு,சங்கரநாராயணன்,முனுசாமி,ஆண்,49,Pattali Makkal Katchi,
105,திரு,கோபிநாத்,ஜெயபிரகாஷ்,ஆண்,31,சுயேட்சை வேட்பாளர்,
105,திரு,காஜா மைதீன்,நாகூர் மீரான்,ஆண்,40,Social Democratic Party of India,
105,திரு,காஜா மைதீன்,நாகூர் மீரான்,ஆண்,40,Social Democratic Party of India, நிராகரிக்கப் பட்டது 
105,திரு,சையது அலி,அப்துல்ஜப்பார்,ஆண்,37,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
105,திரு,ரங்கராஜன்,பாலசுப்ரமணியன்,ஆண்,46,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
105,திரு,பாஸ்கரன்,நாகபூஷணம்,ஆண்,61,Naam Tamilar Katchi, திரும்பப்பெறப் பட்டது 
105,திரு,பஃக்ருதீன்,தஸ்தகிர்,ஆண்,33,Social Democratic Party of India, திரும்பப்பெறப் பட்டது 
105,திரு,கிருபானந்தன்,கோபாலகிருஷ்ணன்,ஆண்,59,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
105,திரு,ஜெகதீசன்,முனுசாமி,ஆண்,44,சுயேட்சை வேட்பாளர்,
105,திரு,முரளிமோகன்,ஜெயபிரகாஷ்,ஆண்,40,பாரதிய ஜனதா கட்சி,
105,திருமதி,பாரதி,தாமோதரன்,பெண்,36,சுயேட்சை வேட்பாளர்,
105,திரு,நாகராஜ்,பி.ஜெகதீசன்,ஆண்,43,New Generation Peoples Party,
105,திரு,கலையரசன்,அருணாசலம்,ஆண்,37,Amma Makkal Munnettra Kazagam,
105,திரு,கணேஷ்,சுகுமார்,ஆண்,28,Makkal Needhi Maiam,
105,திரு,அதியமான்,எஸ்.டி.நடராஜன்,ஆண்,59,திராவிட முன்னேற்றக் கழகம்,
105,திரு,செந்தில்குமார்,செல்லப்பா,ஆண்,52,சுயேட்சை வேட்பாளர்,
106,திரு,ராகேஷ்,சுந்தரமூர்த்தி,ஆண்,34,பாரதிய ஜனதா கட்சி,
106,திரு,சாகுல் ஹமீது,அசன் இப்ராகிம்,ஆண்,38,Social Democratic Party of India,
106,திரு,ராமலிங்கம்,முத்துலிங்கம்,ஆண்,62,சுயேட்சை வேட்பாளர்,
106,திரு,ரமேஷ்,ஏழுமலை,ஆண்,40,சுயேட்சை வேட்பாளர்,
106,திரு,பெருமாள்,நீலகண்டன்,ஆண்,49,Pattali Makkal Katchi,
106,திரு,சுலைமான்ராஜா,அமீர்சுல்தான்,ஆண்,49,Amma Makkal Munnettra Kazagam,
106,திருமதி,சுமதி,சீனிவாசன்,பெண்,43,Makkal Needhi Maiam,
106,திரு,முருகன்,கன்னியப்பன்,ஆண்,58,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
106,திரு,இராமலிங்கம்,நடேசன்,ஆண்,75,திராவிட முன்னேற்றக் கழகம்,
106,திரு,கோபிநாத்,பெருமாள்,ஆண்,41,தேசிய முற்போக்கு திராவிட கழகம்,
106,திருமதி,சிவசங்கரி,ராமன்,பெண்,35,Naam Tamilar Katchi,
106,திரு,ஆறுமுகம்,திருநாவுக்கரவு,ஆண்,47,சுயேட்சை வேட்பாளர்,
106,திரு,சங்கரன்,ஆதிமூலம்,ஆண்,51,Indiya Jananayaka Katchi,
106,திரு,கணேஷ்,குமார்,ஆண்,32,சுயேட்சை வேட்பாளர்,
106,திரு,பஃக்ருதீன்,தஸ்தகிர்,ஆண்,33,Social Democratic Party of India, திரும்பப்பெறப் பட்டது 
106,திரு,சின்னதுரை,சுப்பையா,ஆண்,47,Naam Tamilar Katchi, திரும்பப்பெறப் பட்டது 
106,திருமதி,உஷாராணி,முருகன்,பெண்,48,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
106,திரு,அப்பன்ராஜ்,வைரமுத்து,ஆண்,47,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
106,திரு,சாகுல் ஹமீது,அசன் இப்ராகிம்,ஆண்,38,Social Democratic Party of India, நிராகரிக்கப் பட்டது 
107,திருமதி,ஜன்னத்துல் பிர்தௌஸ்,முஹம்மது அன்வர் சாதாத்,பெண்,38,Social Democratic Party of India, நிராகரிக்கப் பட்டது 
107,திருமதி,சபிதா,ராஜேஷ்,பெண்,41,Amma Makkal Munnettra Kazagam,
107,திருமதி,ஷப்னம் ரஹமான்,மோகன்,பெண்,43,Makkal Needhi Maiam,
107,திருமதி,ஜன்னத்துல் பிர்தௌஸ்,முஹம்மது அன்வர் சாதாத்,பெண்,38,Social Democratic Party of India,
107,திருமதி,ரேணுகா,தங்கவேலு,பெண்,58,சுயேட்சை வேட்பாளர்,
107,திருமதி,மாரியம்மாள்,சக்தி வேல்,பெண்,47,சுயேட்சை வேட்பாளர்,
107,திருமதி,சுதா, ஆர் செந்தில் குமார்,பெண்,42,பாரதிய ஜனதா கட்சி,
107,திருமதி,சங்கீதா,சீ.சரவணன்,பெண்,44,சுயேட்சை வேட்பாளர்,
107,திருமதி,லலிதா, டி கலைமணி,பெண்,47,Viduthalai Chiruthaigal Katchi, திரும்பப்பெறப் பட்டது 
107,திருமதி,டில்லியம்மாள்,செந்தில்குமார்,பெண்,35,Pattali Makkal Katchi,
107,திருமதி,பத்மபிரியா,மோ.ஹரிஷ்குமார்,பெண்,28,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
107,திருமதி,சுகுணா,வினோத்,பெண்,33,Naam Tamilar Katchi, திரும்பப்பெறப் பட்டது 
107,திருமதி,எஸ்தர் பெட்ரீசியர்,லு ஜான் லாசர்,பெண்,54,Viduthalai Chiruthaigal Katchi, திரும்பப்பெறப் பட்டது 
107,செல்வி,வர்ஷா,ஜெ.பாலகணேஷ்,பெண்,21,சுயேட்சை வேட்பாளர்,
107,திருமதி,லஷ்மி,சந்திரகுமார்,பெண்,49,சுயேட்சை வேட்பாளர்,
107,திருமதி,கீதா,வ.பஞ்சாசரம்,பெண்,37,Naam Tamilar Katchi,
107,திருமதி,கார்த்தியாயினி,ஆர்.ஏ.எஸ்.செந்தில்வேல்,பெண்,42,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
107,திருமதி,நதியா,ம ராமலிங்கம்,பெண்,21,தேசிய முற்போக்கு திராவிட கழகம்,
107,திருமதி,கிரண் ஷர்மிலி,செ வினோத் குமார்,பெண்,30,Viduthalai Chiruthaigal Katchi,
108,திரு,செந்தில்குமார்,கன்னியப்பன்,ஆண்,38,Pattali Makkal Katchi,
108,திரு,சுந்தர்ராஜன்,சி.கே.லோகநாதன்,ஆண்,60,திராவிட முன்னேற்றக் கழகம்,
108,திரு,சந்திரமோகன்,தாமோதரன்,ஆண்,61,தேசிய முற்போக்கு திராவிட கழகம்,
108,திரு,சதிஷ்குமார்,கௌரி நாதன்,ஆண்,42,Indiya Jananayaka Katchi,
108,திரு,கமல்,சீனிவாசன்,ஆண்,35,Makkal Needhi Maiam,
108,திரு,ஜீவகுமார்,ராஜீ,ஆண்,50,பாரதிய ஜனதா கட்சி,
108,திரு,பிரபாகர்,ஞா.தங்கராஜ்,ஆண்,44,Amma Makkal Munnettra Kazagam,
108,திரு,பாலாஜி,ம.பாஸ்கர்,ஆண்,46,Naam Tamilar Katchi,
108,திருமதி,தமிழ்மதி,துரைபாபு,பெண்,52,பகுஜன் சமாஜ் கட்சி,
108,திரு,தட்சணாமூர்த்தி,க.கன்னியப்பன்,ஆண்,35,சுயேட்சை வேட்பாளர்,
108,திரு,குமார்,அப்பாதுரை,ஆண்,39,சுயேட்சை வேட்பாளர்,
108,திரு,சம்பத்குமார்,ஆதிமூலம்,ஆண்,61,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
108,திரு,தமிழ்செல்வன்,சம்பத்குமார்,ஆண்,31,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
108,திரு,செல்வம்,இராமசாமி,ஆண்,47,Viduthalai Chiruthaigal Katchi, திரும்பப்பெறப் பட்டது 
108,திரு,குமரன்,சுந்தர்ராஜன்,ஆண்,26,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
108,திருமதி,தமிழ்மதி,பி.துரைபாபு,பெண்,52,பகுஜன் சமாஜ் கட்சி, நிராகரிக்கப் பட்டது 
109,திருமதி,ஜெயந்தி,பவளச்செல்வன்.ம,பெண்,45,தேசிய முற்போக்கு திராவிட கழகம்,
109,திருமதி,வரலட்சுமி,நாகராஜ்,பெண்,32,சுயேட்சை வேட்பாளர்,
109,திருமதி,ரோகினி பாபு,ச.பாபு,பெண்,35,Pattali Makkal Katchi,
109,திருமதி,மீனாட்சி,மனோகர்,பெண்,35,சுயேட்சை வேட்பாளர்,
109,திருமதி,பிரபா,சங்கர்,பெண்,35,Naam Tamilar Katchi,
109,திருமதி,நதியா,சீனிவாசன்,பெண்,35,பாரதிய ஜனதா கட்சி,
109,திருமதி,செண்பகவள்ளி,எட்டியப்பன்,பெண்,53,சுயேட்சை வேட்பாளர்,
109,திருமதி,சுகன்யா,செல்வம்,பெண்,44,இந்திய தேசிய காங்கிரஸ் ,
109,திருமதி,சித்ரா,தோத்தரி,பெண்,47,Makkal Needhi Maiam,
109,திருமதி,சரஸ்வதி,துரை,பெண்,72,சுயேட்சை வேட்பாளர்,
109,திருமதி,சங்கீதா,நடராஜன்,பெண்,37,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
109,திருமதி,எல்லையம்மாள்,சங்கர்,பெண்,46,சுயேட்சை வேட்பாளர்,
109,திருமதி,வசந்தகுமாரி,சி.முனுசாமி,பெண்,67,Amma Makkal Munnettra Kazagam,
109,திருமதி,தீபா,பி.தர்மராஜ்,பெண்,41,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
109,திருமதி,சரசு,கதிர்வேலு,பெண்,63,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
109,திருமதி,சுமதி,சந்திரசேகர்,பெண்,35,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
109,திருமதி,ஹேமலதா,விவேகானந்தன்.தா,பெண்,38,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
109,திருமதி,ஆறுமுகத்தாய்,வேல்பாண்டியன்,பெண்,54,சுயேட்சை வேட்பாளர்,
110,திரு,விஜய் கிரிஸ்டோபர்,ஆனந்த் ராஜதுரை.பி,ஆண்,28,சுயேட்சை வேட்பாளர்,
110,திரு,முருகன்,எம்.ஆதிகிருஷ்ணன்,ஆண்,41,Pattali Makkal Katchi,
110,திரு,முகமது ஹாரூன்,மக்தும் ஷா,ஆண்,45,Naam Tamilar Katchi,
110,திரு,பிரசாத்,எ.செல்வராஜ்,ஆண்,42,சுயேட்சை வேட்பாளர்,
110,திரு,பால் தீவன் பிரபு,எசைய்யா,ஆண்,29,சுயேட்சை வேட்பாளர்,
110,திரு,நெல்சன்ராஜ்,து.செல்வம்,ஆண்,33,Makkal Needhi Maiam,
110,திரு,செல்வராஜ்,கண்ணன்,ஆண்,67,சுயேட்சை வேட்பாளர்,
110,திரு,சிற்றரசு,நேத்தாஜி.வ,ஆண்,44,திராவிட முன்னேற்றக் கழகம்,
110,திரு,கிளாரன்ஸ்,செல்வம்,ஆண்,53,Indiya Jananayaka Katchi,
110,திரு,கார்த்திக்,ராஜமாணிக்கம்,ஆண்,37,தேசிய முற்போக்கு திராவிட கழகம்,
110,திரு,கவிமணி,ரங்கநாதன்,ஆண்,46,சுயேட்சை வேட்பாளர்,
110,திரு,அன்பரசு,வேலு,ஆண்,50,Amma Makkal Munnettra Kazagam,
110,திரு,அபிஷேக்,ரங்கசாமி,ஆண்,32,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
110,திரு,அபிஷேக்,ஜி.என் தேவதாஸ்,ஆண்,27,சுயேட்சை வேட்பாளர்,
110,திரு,நற்குணநாதன்,ஜெகநாதன்,ஆண்,60,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
110,திருமதி,அர்ச்சனா,அபிஷேக்,பெண்,30,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
110,திரு,பிரேம்குமார்,விஜயகுமார்,ஆண்,42,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
110,திரு,இராஜசேகர்,தனசேகரன்.எஸ்,ஆண்,62,பாரதிய ஜனதா கட்சி,
111,திருமதி,ரேகா,ஹரிகரன்.சி,பெண்,44,சுயேட்சை வேட்பாளர்,
111,திருமதி,ரதி பூஷணம்,ரத்திஷ்குமார்.ர,பெண்,32,சுயேட்சை வேட்பாளர்,
111,திருமதி,நந்தினி,சகாயராஜ்.ரா,பெண்,36,திராவிட முன்னேற்றக் கழகம்,
111,திருமதி,திலகவதி,ஏ.டி.சந்திரபாபு,பெண்,63,சுயேட்சை வேட்பாளர்,
111,திருமதி,சங்கீதா,முருகன்,பெண்,32,சுயேட்சை வேட்பாளர்,
111,திருமதி,கௌதமி,மகாலிங்கம்,பெண்,36,சுயேட்சை வேட்பாளர்,
111,திருமதி,கோகிலா,ஜான் கென்னடி,பெண்,37,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
111,திருமதி,கவிதா,ஜெயகுமார்.எஸ்,பெண்,38,Makkal Needhi Maiam,
111,திருமதி,கருமாரி,எஸ்.டிசில்வா மில்லர்,பெண்,44,Amma Makkal Munnettra Kazagam,
111,திருமதி,ஜமுனாராணி,யுவராஜ்,பெண்,31,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
111,திருமதி,சாந்தா,விநாயகம்.மு,பெண்,40,Nam India Naam Indiyar Katchi,
111,திருமதி,மலர் கொடி,ரவி,பெண்,40,பாரதிய ஜனதா கட்சி,
111,திருமதி,சுதா,விஜயகுமார்,பெண்,35,Naam Tamilar Katchi,
111,திருமதி,வேளாங்கண்ணி,கோவிந்தசமி.த,பெண்,46,Pattali Makkal Katchi,
111,திருமதி,காஞ்சனா,ஜார்ஜ் எம்,பெண்,50,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
112,திருநங்கை,ஜெயதேவி,ஜி.நெடுஞ்செழியன்,திருநங்கை,32,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
112,திருமதி,ரேவதி,மோகன்.மு,பெண்,40,சுயேட்சை வேட்பாளர்,
112,திருமதி,ரேகா,சங்கரன் பி,பெண்,35,சுயேட்சை வேட்பாளர்,
112,திருமதி,மோகனபிரியா,மாணிக்கம்.டி.எஸ்,பெண்,42,சுயேட்சை வேட்பாளர்,
112,செல்வி,தேவிஸ்ரீ,சீனிவாசன்,பெண்,27,சுயேட்சை வேட்பாளர்,
112,திருமதி,சாரதி,வரதராஜ்,பெண்,55,சுயேட்சை வேட்பாளர்,
112,திருமதி,கீதா லட்சுமி,சரவணன்,பெண்,38,Naam Tamilar Katchi,
112,திருமதி,ஆஷா,சி.ராஜேஷ்,பெண்,36,Makkal Needhi Maiam,
112,திருமதி,விஜயநிர்மலா,என்.நடராஜன்,பெண்,52,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
112,திருமதி,பேபி,பி.மணி,பெண்,52,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
112,திருமதி,செல்வமேரி,ஜெயசீலன்,பெண்,57,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
112,திருமதி,சாந்தி,வடிவேலு,பெண்,65,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
112,திருமதி,ஜெயலட்சுமி,சேதுராமகிருஷ்ணன்.ஆர்,பெண்,56,தேசிய முற்போக்கு திராவிட கழகம்,
112,திருமதி,ராஜலட்சுமி,விஸ்வநாதன்,பெண்,39,Indiya Jananayaka Katchi,
112,திருமதி,மஞ்சு முத்துராஜ்,சி.முத்துராஜ்,பெண்,35,பாரதிய ஜனதா கட்சி,
112,திருமதி,பவானி,சங்கர்,பெண்,57,Pattali Makkal Katchi,
112,திருமதி,எலிசபெத் அகஸ்டின்,அகஸ்டின் பாபு ராஜ்,பெண்,58,திராவிட முன்னேற்றக் கழகம்,
112,திருமதி,சாந்தி,வி.வடிவேலு,பெண்,65,Amma Makkal Munnettra Kazagam,
113,திருமதி,யசோதா,வேலு,பெண்,45,Naam Tamilar Katchi,
113,திருமதி,மஞ்சு பார்கவி,வே.சுப்ரமணி,பெண்,37,பாரதிய ஜனதா கட்சி,
113,திருமதி,பிரேமா சுரேஸ்,சுரேஸ்,பெண்,38,திராவிட முன்னேற்றக் கழகம்,
113,திருமதி,பிரேமாவதி,டி என் பாலு,பெண்,64,சுயேட்சை வேட்பாளர்,
113,திருமதி,பத்மாவதி,அ.ரவி,பெண்,40,சுயேட்சை வேட்பாளர்,
113,திருமதி,சூர்யவர்ஷினி,ரமேஷ்பாபு,பெண்,43,Amma Makkal Munnettra Kazagam,
113,திருமதி,சாகன்யா,எம்.பாலசந்திரன்,பெண்,27,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
113,திருமதி,சரண்யா,ஜெ.பிரபு,பெண்,27,தேசிய முற்போக்கு திராவிட கழகம்,
113,செல்வி,உதயா,பி.பட்டாபிராமன்,பெண்,23,சுயேட்சை வேட்பாளர்,
113,திருமதி,வசந்தி,பாலு,பெண்,54,Pattali Makkal Katchi,
113,செல்வி,சுருதி,வெற்றிவேல்,பெண்,21,சுயேட்சை வேட்பாளர்,
113,திருமதி,தீபா,பரத்குமார்.கு,பெண்,38,சுயேட்சை வேட்பாளர்,
113,திருமதி,பிரமிளா,டி.ராஜ்குமார்,பெண்,48,சுயேட்சை வேட்பாளர்,
113,திருமதி,சினேகா,அ.தமிழ் செல்வம்,பெண்,22,சுயேட்சை வேட்பாளர்,
113,திருமதி,சுலோசனா,சிவகொழுந்து,பெண்,80,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
113,செல்வி,சாந்தி,பி.பட்டாபிராமன்,பெண்,25,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
113,திருமதி,மஞ்சு பார்கவி,வே.சுப்ரமணி,பெண்,37,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
114,திரு,ஜப்பார்,முகமது அலி,ஆண்,41,Indiya Jananayaka Katchi,
114,திரு,ராமு என்கிற ராமச்சந்திரன்,சுந்தரம்,ஆண்,41,Pattali Makkal Katchi,
114,திரு,மோகனசுந்தரம்,தமோதரன்.கே,ஆண்,53,தேசிய முற்போக்கு திராவிட கழகம்,
114,திரு,முகமது அல்தாப்,முகமது தஸ்தகீர்.உ,ஆண்,35,Makkal Needhi Maiam,
114,திரு,மதன்மோகன்,சீனிவாசலு,ஆண்,47,திராவிட முன்னேற்றக் கழகம்,
114,திரு,பாலகிருஷ்ணன்,சீனிவாசன்,ஆண்,31,சுயேட்சை வேட்பாளர்,
114,திரு,தனசேகரன்,கிருஷ்ணசாமி,ஆண்,63,Naam Tamilar Katchi,
114,திரு,தமீம் அன்சாரி,முகமது மன்சூர்.கே.இ,ஆண்,50,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
114,திரு,கனகசபை,விஸ்வநாதன்.வி,ஆண்,48,பாரதிய ஜனதா கட்சி,
114,திரு,அற்புதராஜ்,சாலையன்,ஆண்,47,Amma Makkal Munnettra Kazagam,
114,திரு,அலெக்ஸாண்டர்,பி.ஜெ ஜான்,ஆண்,60,சுயேட்சை வேட்பாளர்,
114,திரு,சையத் சாதிக் பாஷா,சையத் நுர்பாஷா,ஆண்,46,Social Democratic Party of India,
114,திரு,அருண் குமார்,ஜெயபதி,ஆண்,37,சுயேட்சை வேட்பாளர்,
114,திரு,வடிவேலன்,பி.எஸ்.நடராஜன்,ஆண்,41,சுயேட்சை வேட்பாளர்,
114,திரு,திருநாவுக்கரசு,வேலு,ஆண்,55,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
114,திரு,அப்துல் ஷப்பி பாஷா,அப்துல் குதுஸ்,ஆண்,54,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
114,திரு,சையத் சாதிக் பாஷா,சையத் நுர் பாஷா,ஆண்,46,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
115,திருமதி,ஜெய்புன்னிஷா,முகம்மது லியாகத் உசேன்,பெண்,39,Social Democratic Party of India,
115,திருமதி,ஜீனைத்துல் பஷிரியா,அமானுல்லா,பெண்,37,சுயேட்சை வேட்பாளர்,
115,திருமதி,ஜரினா ஜமால்,ஜமால் லேட்,பெண்,62,Welfare Party of India,
115,திருமதி,விமலா,சத்தியநாராயணன் ஜி,பெண்,38,Amma Makkal Munnettra Kazagam,
115,திருமதி,வாணி சீனிவாசன்,சீனிவாசன்,பெண்,43,பாரதிய ஜனதா கட்சி,
115,திருமதி,ரூபாதேவி,கோவிந்தசாமி,பெண்,40,Makkal Needhi Maiam,
115,செல்வி,ரம்யா,ஸ்ரீரங்கன்,பெண்,24,சுயேட்சை வேட்பாளர்,
115,திருமதி,மஞ்சுரம்மாள்,முகமது ஹணிஃபா எம்,பெண்,46,Tamil Thayaga Makkal Munnetra Katchi,
115,திருமதி,மங்கலஷ்மி,தட்சணாமூர்த்தி வி,பெண்,38,சுயேட்சை வேட்பாளர்,
115,திருமதி,தமிழரசி,அம்புலிராஜ் பி,பெண்,36,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
115,திருமதி,ஈஸ்வரி வெங்கடேசன்,வெங்கடேசன்,பெண்,56,திராவிட முன்னேற்றக் கழகம்,
