City,Deaths,Mode of transport,Person
KOLLAM,0.0,SUV/Station Wagon/etc.,Offenders
KOLLAM,5.0,SUV/Station Wagon/etc.,Victims
KOLLAM,5.0,SUV/Station Wagon/etc.,Total
KOTA,0.0,Car,Offenders
KOTA,0.0,Car,Victims
KOTA,0.0,Car,Total
KOTA,0.0,Jeep,Offenders
KOTA,0.0,Jeep,Victims
KOTA,0.0,Jeep,Total
KOTA,0.0,Tractor,Offenders
KOTA,0.0,Tractor,Victims
KOTA,0.0,Tractor,Total
KOTA,0.0,Auto Rickshaw,Offenders
KOTA,1.0,Auto Rickshaw,Victims
KOTA,1.0,Auto Rickshaw,Total
KOTA,34.0,Two Wheeler,Offenders
KOTA,8.0,Two Wheeler,Victims
KOTA,42.0,Two Wheeler,Total
KOTA,0.0,Other Motor Vehicles,Offenders
KOTA,1.0,Other Motor Vehicles,Victims
KOTA,1.0,Other Motor Vehicles,Total
KOTA,1.0,Bicycle,Offenders
KOTA,0.0,Bicycle,Victims
KOTA,1.0,Bicycle,Total
KOTA,0.0,Hand Drawn Vehicle,Offenders
KOTA,0.0,Hand Drawn Vehicle,Victims
KOTA,0.0,Hand Drawn Vehicle,Total
KOTA,0.0,Animal Drawn Vehicle,Offenders
KOTA,0.0,Animal Drawn Vehicle,Victims
KOTA,0.0,Animal Drawn Vehicle,Total
KOTA,0.0,Pedestrian,Offenders
KOTA,15.0,Pedestrian,Victims
KOTA,15.0,Pedestrian,Total
KOTA,0.0,Others,Offenders
KOTA,0.0,Others,Victims
KOTA,0.0,Others,Total
KOTA,0.0,Truck/Lorry,Offenders
KOTA,0.0,Truck/Lorry,Victims
KOTA,0.0,Truck/Lorry,Total
KOTA,0.0,Bus,Offenders
KOTA,0.0,Bus,Victims
KOTA,0.0,Bus,Total
KOTA,0.0,SUV/Station Wagon/etc.,Offenders
KOTA,0.0,SUV/Station Wagon/etc.,Victims
KOTA,0.0,SUV/Station Wagon/etc.,Total
KOZHIKODE,0.0,Car,Offenders
KOZHIKODE,15.0,Car,Victims
KOZHIKODE,15.0,Car,Total
KOZHIKODE,0.0,Jeep,Offenders
KOZHIKODE,2.0,Jeep,Victims
KOZHIKODE,2.0,Jeep,Total
KOZHIKODE,0.0,Tractor,Offenders
KOZHIKODE,0.0,Tractor,Victims
KOZHIKODE,0.0,Tractor,Total
KOZHIKODE,0.0,Auto Rickshaw,Offenders
KOZHIKODE,5.0,Auto Rickshaw,Victims
KOZHIKODE,5.0,Auto Rickshaw,Total
KOZHIKODE,0.0,Two Wheeler,Offenders
KOZHIKODE,32.0,Two Wheeler,Victims
KOZHIKODE,32.0,Two Wheeler,Total
KOZHIKODE,0.0,Other Motor Vehicles,Offenders
KOZHIKODE,0.0,Other Motor Vehicles,Victims
KOZHIKODE,0.0,Other Motor Vehicles,Total
KOZHIKODE,0.0,Bicycle,Offenders
KOZHIKODE,0.0,Bicycle,Victims
KOZHIKODE,0.0,Bicycle,Total
KOZHIKODE,0.0,Hand Drawn Vehicle,Offenders
KOZHIKODE,0.0,Hand Drawn Vehicle,Victims
KOZHIKODE,0.0,Hand Drawn Vehicle,Total
KOZHIKODE,0.0,Animal Drawn Vehicle,Offenders
KOZHIKODE,0.0,Animal Drawn Vehicle,Victims
KOZHIKODE,0.0,Animal Drawn Vehicle,Total
KOZHIKODE,0.0,Pedestrian,Offenders
KOZHIKODE,20.0,Pedestrian,Victims
KOZHIKODE,20.0,Pedestrian,Total
KOZHIKODE,0.0,Others,Offenders
KOZHIKODE,0.0,Others,Victims
KOZHIKODE,0.0,Others,Total
KOZHIKODE,0.0,Truck/Lorry,Offenders
KOZHIKODE,12.0,Truck/Lorry,Victims
KOZHIKODE,12.0,Truck/Lorry,Total
KOZHIKODE,0.0,Bus,Offenders
KOZHIKODE,5.0,Bus,Victims
KOZHIKODE,5.0,Bus,Total
KOZHIKODE,0.0,SUV/Station Wagon/etc.,Offenders
KOZHIKODE,0.0,SUV/Station Wagon/etc.,Victims
KOZHIKODE,0.0,SUV/Station Wagon/etc.,Total
LUCKNOW,51.0,Car,Offenders
LUCKNOW,47.0,Car,Victims
LUCKNOW,98.0,Car,Total
LUCKNOW,0.0,Jeep,Offenders
LUCKNOW,0.0,Jeep,Victims
LUCKNOW,0.0,Jeep,Total
LUCKNOW,6.0,Tractor,Offenders
LUCKNOW,1.0,Tractor,Victims
LUCKNOW,7.0,Tractor,Total
LUCKNOW,0.0,Auto Rickshaw,Offenders
LUCKNOW,3.0,Auto Rickshaw,Victims
LUCKNOW,3.0,Auto Rickshaw,Total
LUCKNOW,60.0,Two Wheeler,Offenders
LUCKNOW,55.0,Two Wheeler,Victims
LUCKNOW,115.0,Two Wheeler,Total
LUCKNOW,0.0,Other Motor Vehicles,Offenders
LUCKNOW,7.0,Other Motor Vehicles,Victims
LUCKNOW,7.0,Other Motor Vehicles,Total
LUCKNOW,0.0,Bicycle,Offenders
LUCKNOW,4.0,Bicycle,Victims
LUCKNOW,4.0,Bicycle,Total
LUCKNOW,0.0,Hand Drawn Vehicle,Offenders
LUCKNOW,0.0,Hand Drawn Vehicle,Victims
LUCKNOW,0.0,Hand Drawn Vehicle,Total
LUCKNOW,0.0,Animal Drawn Vehicle,Offenders
LUCKNOW,0.0,Animal Drawn Vehicle,Victims
LUCKNOW,0.0,Animal Drawn Vehicle,Total
LUCKNOW,0.0,Pedestrian,Offenders
LUCKNOW,0.0,Pedestrian,Victims
LUCKNOW,0.0,Pedestrian,Total
LUCKNOW,0.0,Others,Offenders
LUCKNOW,22.0,Others,Victims
LUCKNOW,22.0,Others,Total
LUCKNOW,102.0,Truck/Lorry,Offenders
LUCKNOW,50.0,Truck/Lorry,Victims
LUCKNOW,152.0,Truck/Lorry,Total
LUCKNOW,18.0,Bus,Offenders
LUCKNOW,6.0,Bus,Victims
LUCKNOW,24.0,Bus,Total
LUCKNOW,5.0,SUV/Station Wagon/etc.,Offenders
LUCKNOW,4.0,SUV/Station Wagon/etc.,Victims
LUCKNOW,9.0,SUV/Station Wagon/etc.,Total
LUDHIANA,9.0,Car,Offenders
LUDHIANA,23.0,Car,Victims
LUDHIANA,32.0,Car,Total
LUDHIANA,1.0,Jeep,Offenders
LUDHIANA,5.0,Jeep,Victims
LUDHIANA,6.0,Jeep,Total
LUDHIANA,1.0,Tractor,Offenders
LUDHIANA,7.0,Tractor,Victims
LUDHIANA,8.0,Tractor,Total
LUDHIANA,2.0,Auto Rickshaw,Offenders
LUDHIANA,7.0,Auto Rickshaw,Victims
LUDHIANA,9.0,Auto Rickshaw,Total
LUDHIANA,57.0,Two Wheeler,Offenders
LUDHIANA,18.0,Two Wheeler,Victims
LUDHIANA,75.0,Two Wheeler,Total
LUDHIANA,1.0,Other Motor Vehicles,Offenders
LUDHIANA,46.0,Other Motor Vehicles,Victims
LUDHIANA,47.0,Other Motor Vehicles,Total
LUDHIANA,4.0,Bicycle,Offenders
LUDHIANA,0.0,Bicycle,Victims
LUDHIANA,4.0,Bicycle,Total
LUDHIANA,0.0,Hand Drawn Vehicle,Offenders
LUDHIANA,1.0,Hand Drawn Vehicle,Victims
LUDHIANA,1.0,Hand Drawn Vehicle,Total
LUDHIANA,0.0,Animal Drawn Vehicle,Offenders
LUDHIANA,0.0,Animal Drawn Vehicle,Victims
LUDHIANA,0.0,Animal Drawn Vehicle,Total
LUDHIANA,16.0,Pedestrian,Offenders
LUDHIANA,0.0,Pedestrian,Victims
LUDHIANA,16.0,Pedestrian,Total
LUDHIANA,0.0,Others,Offenders
LUDHIANA,0.0,Others,Victims
LUDHIANA,0.0,Others,Total
LUDHIANA,2.0,Truck/Lorry,Offenders
LUDHIANA,61.0,Truck/Lorry,Victims
LUDHIANA,63.0,Truck/Lorry,Total
LUDHIANA,0.0,Bus,Offenders
LUDHIANA,11.0,Bus,Victims
LUDHIANA,11.0,Bus,Total
LUDHIANA,1.0,SUV/Station Wagon/etc.,Offenders
LUDHIANA,8.0,SUV/Station Wagon/etc.,Victims
LUDHIANA,9.0,SUV/Station Wagon/etc.,Total
MADURAI,1.0,Car,Offenders
MADURAI,0.0,Car,Victims
MADURAI,1.0,Car,Total
MADURAI,0.0,Jeep,Offenders
MADURAI,0.0,Jeep,Victims
MADURAI,0.0,Jeep,Total
MADURAI,0.0,Tractor,Offenders
MADURAI,0.0,Tractor,Victims
MADURAI,0.0,Tractor,Total
MADURAI,4.0,Auto Rickshaw,Offenders
MADURAI,0.0,Auto Rickshaw,Victims
MADURAI,4.0,Auto Rickshaw,Total
MADURAI,51.0,Two Wheeler,Offenders
MADURAI,0.0,Two Wheeler,Victims
MADURAI,51.0,Two Wheeler,Total
MADURAI,0.0,Other Motor Vehicles,Offenders
MADURAI,0.0,Other Motor Vehicles,Victims
MADURAI,0.0,Other Motor Vehicles,Total
MADURAI,3.0,Bicycle,Offenders
MADURAI,0.0,Bicycle,Victims
MADURAI,3.0,Bicycle,Total
MADURAI,1.0,Hand Drawn Vehicle,Offenders
MADURAI,0.0,Hand Drawn Vehicle,Victims
MADURAI,1.0,Hand Drawn Vehicle,Total
MADURAI,0.0,Animal Drawn Vehicle,Offenders
MADURAI,0.0,Animal Drawn Vehicle,Victims
MADURAI,0.0,Animal Drawn Vehicle,Total
MADURAI,20.0,Pedestrian,Offenders
MADURAI,0.0,Pedestrian,Victims
MADURAI,20.0,Pedestrian,Total
MADURAI,0.0,Others,Offenders
MADURAI,0.0,Others,Victims
MADURAI,0.0,Others,Total
MADURAI,1.0,Truck/Lorry,Offenders
MADURAI,0.0,Truck/Lorry,Victims
MADURAI,1.0,Truck/Lorry,Total
MADURAI,0.0,Bus,Offenders
MADURAI,0.0,Bus,Victims
MADURAI,0.0,Bus,Total
MADURAI,0.0,SUV/Station Wagon/etc.,Offenders
MADURAI,0.0,SUV/Station Wagon/etc.,Victims
MADURAI,0.0,SUV/Station Wagon/etc.,Total
MALAPPURAM,0.0,Car,Offenders
MALAPPURAM,10.0,Car,Victims
MALAPPURAM,10.0,Car,Total
MALAPPURAM,0.0,Jeep,Offenders
MALAPPURAM,0.0,Jeep,Victims
MALAPPURAM,0.0,Jeep,Total
MALAPPURAM,0.0,Tractor,Offenders
MALAPPURAM,1.0,Tractor,Victims
MALAPPURAM,1.0,Tractor,Total
MALAPPURAM,1.0,Auto Rickshaw,Offenders
MALAPPURAM,10.0,Auto Rickshaw,Victims
MALAPPURAM,11.0,Auto Rickshaw,Total
MALAPPURAM,8.0,Two Wheeler,Offenders
MALAPPURAM,36.0,Two Wheeler,Victims
MALAPPURAM,44.0,Two Wheeler,Total
MALAPPURAM,0.0,Other Motor Vehicles,Offenders
MALAPPURAM,0.0,Other Motor Vehicles,Victims
MALAPPURAM,0.0,Other Motor Vehicles,Total
MALAPPURAM,0.0,Bicycle,Offenders
MALAPPURAM,1.0,Bicycle,Victims
MALAPPURAM,1.0,Bicycle,Total
MALAPPURAM,0.0,Hand Drawn Vehicle,Offenders
MALAPPURAM,0.0,Hand Drawn Vehicle,Victims
MALAPPURAM,0.0,Hand Drawn Vehicle,Total
MALAPPURAM,0.0,Animal Drawn Vehicle,Offenders
MALAPPURAM,0.0,Animal Drawn Vehicle,Victims
MALAPPURAM,0.0,Animal Drawn Vehicle,Total
MALAPPURAM,0.0,Pedestrian,Offenders
MALAPPURAM,19.0,Pedestrian,Victims
MALAPPURAM,19.0,Pedestrian,Total
MALAPPURAM,0.0,Others,Offenders
MALAPPURAM,0.0,Others,Victims
MALAPPURAM,0.0,Others,Total
MALAPPURAM,0.0,Truck/Lorry,Offenders
MALAPPURAM,4.0,Truck/Lorry,Victims
MALAPPURAM,4.0,Truck/Lorry,Total
MALAPPURAM,0.0,Bus,Offenders
MALAPPURAM,3.0,Bus,Victims
MALAPPURAM,3.0,Bus,Total
MALAPPURAM,0.0,SUV/Station Wagon/etc.,Offenders
MALAPPURAM,1.0,SUV/Station Wagon/etc.,Victims
MALAPPURAM,1.0,SUV/Station Wagon/etc.,Total
MEERUT,9.0,Car,Offenders
MEERUT,14.0,Car,Victims
MEERUT,23.0,Car,Total
MEERUT,0.0,Jeep,Offenders
MEERUT,0.0,Jeep,Victims
MEERUT,0.0,Jeep,Total
MEERUT,0.0,Tractor,Offenders
MEERUT,0.0,Tractor,Victims
MEERUT,0.0,Tractor,Total
MEERUT,9.0,Auto Rickshaw,Offenders
MEERUT,22.0,Auto Rickshaw,Victims
MEERUT,31.0,Auto Rickshaw,Total
MEERUT,44.0,Two Wheeler,Offenders
MEERUT,11.0,Two Wheeler,Victims
MEERUT,55.0,Two Wheeler,Total
MEERUT,0.0,Other Motor Vehicles,Offenders
MEERUT,0.0,Other Motor Vehicles,Victims
MEERUT,0.0,Other Motor Vehicles,Total
MEERUT,1.0,Bicycle,Offenders
MEERUT,0.0,Bicycle,Victims
MEERUT,1.0,Bicycle,Total
MEERUT,0.0,Hand Drawn Vehicle,Offenders
MEERUT,0.0,Hand Drawn Vehicle,Victims
MEERUT,0.0,Hand Drawn Vehicle,Total
MEERUT,0.0,Animal Drawn Vehicle,Offenders
MEERUT,0.0,Animal Drawn Vehicle,Victims
MEERUT,0.0,Animal Drawn Vehicle,Total
MEERUT,0.0,Pedestrian,Offenders
MEERUT,0.0,Pedestrian,Victims
MEERUT,0.0,Pedestrian,Total
MEERUT,0.0,Others,Offenders
MEERUT,0.0,Others,Victims
MEERUT,0.0,Others,Total
MEERUT,4.0,Truck/Lorry,Offenders
MEERUT,19.0,Truck/Lorry,Victims
MEERUT,23.0,Truck/Lorry,Total
MEERUT,0.0,Bus,Offenders
MEERUT,9.0,Bus,Victims
MEERUT,9.0,Bus,Total
MEERUT,1.0,SUV/Station Wagon/etc.,Offenders
MEERUT,9.0,SUV/Station Wagon/etc.,Victims
MEERUT,10.0,SUV/Station Wagon/etc.,Total
MUMBAI,26.0,Car,Offenders
MUMBAI,44.0,Car,Victims
MUMBAI,70.0,Car,Total
MUMBAI,4.0,Jeep,Offenders
MUMBAI,2.0,Jeep,Victims
MUMBAI,6.0,Jeep,Total
MUMBAI,0.0,Tractor,Offenders
MUMBAI,1.0,Tractor,Victims
MUMBAI,1.0,Tractor,Total
MUMBAI,4.0,Auto Rickshaw,Offenders
MUMBAI,11.0,Auto Rickshaw,Victims
MUMBAI,15.0,Auto Rickshaw,Total
MUMBAI,86.0,Two Wheeler,Offenders
MUMBAI,84.0,Two Wheeler,Victims
MUMBAI,170.0,Two Wheeler,Total
MUMBAI,3.0,Other Motor Vehicles,Offenders
MUMBAI,18.0,Other Motor Vehicles,Victims
MUMBAI,21.0,Other Motor Vehicles,Total
MUMBAI,1.0,Bicycle,Offenders
MUMBAI,1.0,Bicycle,Victims
MUMBAI,2.0,Bicycle,Total
MUMBAI,0.0,Hand Drawn Vehicle,Offenders
MUMBAI,0.0,Hand Drawn Vehicle,Victims
MUMBAI,0.0,Hand Drawn Vehicle,Total
MUMBAI,0.0,Animal Drawn Vehicle,Offenders
MUMBAI,3.0,Animal Drawn Vehicle,Victims
MUMBAI,3.0,Animal Drawn Vehicle,Total
MUMBAI,7.0,Pedestrian,Offenders
MUMBAI,12.0,Pedestrian,Victims
MUMBAI,19.0,Pedestrian,Total
MUMBAI,0.0,Others,Offenders
MUMBAI,2.0,Others,Victims
MUMBAI,2.0,Others,Total
MUMBAI,29.0,Truck/Lorry,Offenders
MUMBAI,48.0,Truck/Lorry,Victims
MUMBAI,77.0,Truck/Lorry,Total
MUMBAI,4.0,Bus,Offenders
MUMBAI,19.0,Bus,Victims
MUMBAI,23.0,Bus,Total
MUMBAI,0.0,SUV/Station Wagon/etc.,Offenders
MUMBAI,9.0,SUV/Station Wagon/etc.,Victims
MUMBAI,9.0,SUV/Station Wagon/etc.,Total
NAGPUR,2.0,Car,Offenders
NAGPUR,35.0,Car,Victims
NAGPUR,37.0,Car,Total
NAGPUR,0.0,Jeep,Offenders
NAGPUR,0.0,Jeep,Victims
NAGPUR,0.0,Jeep,Total
NAGPUR,0.0,Tractor,Offenders
NAGPUR,4.0,Tractor,Victims
NAGPUR,4.0,Tractor,Total
NAGPUR,0.0,Auto Rickshaw,Offenders
NAGPUR,5.0,Auto Rickshaw,Victims
NAGPUR,5.0,Auto Rickshaw,Total
NAGPUR,1.0,Two Wheeler,Offenders
NAGPUR,97.0,Two Wheeler,Victims
NAGPUR,98.0,Two Wheeler,Total
NAGPUR,0.0,Other Motor Vehicles,Offenders
NAGPUR,0.0,Other Motor Vehicles,Victims
NAGPUR,0.0,Other Motor Vehicles,Total
NAGPUR,0.0,Bicycle,Offenders
NAGPUR,3.0,Bicycle,Victims
NAGPUR,3.0,Bicycle,Total
NAGPUR,0.0,Hand Drawn Vehicle,Offenders
NAGPUR,0.0,Hand Drawn Vehicle,Victims
NAGPUR,0.0,Hand Drawn Vehicle,Total
NAGPUR,0.0,Animal Drawn Vehicle,Offenders
NAGPUR,0.0,Animal Drawn Vehicle,Victims
NAGPUR,0.0,Animal Drawn Vehicle,Total
NAGPUR,0.0,Pedestrian,Offenders
NAGPUR,0.0,Pedestrian,Victims
NAGPUR,0.0,Pedestrian,Total
NAGPUR,0.0,Others,Offenders
NAGPUR,0.0,Others,Victims
NAGPUR,0.0,Others,Total
NAGPUR,0.0,Truck/Lorry,Offenders
NAGPUR,74.0,Truck/Lorry,Victims
NAGPUR,74.0,Truck/Lorry,Total
NAGPUR,1.0,Bus,Offenders
NAGPUR,2.0,Bus,Victims
NAGPUR,3.0,Bus,Total
NAGPUR,0.0,SUV/Station Wagon/etc.,Offenders
NAGPUR,0.0,SUV/Station Wagon/etc.,Victims
NAGPUR,0.0,SUV/Station Wagon/etc.,Total
NASIK,13.0,Car,Offenders
NASIK,0.0,Car,Victims
NASIK,13.0,Car,Total
NASIK,11.0,Jeep,Offenders
NASIK,0.0,Jeep,Victims
NASIK,11.0,Jeep,Total
NASIK,0.0,Tractor,Offenders
NASIK,0.0,Tractor,Victims
NASIK,0.0,Tractor,Total
NASIK,1.0,Auto Rickshaw,Offenders
NASIK,0.0,Auto Rickshaw,Victims
NASIK,1.0,Auto Rickshaw,Total
NASIK,58.0,Two Wheeler,Offenders
NASIK,0.0,Two Wheeler,Victims
NASIK,58.0,Two Wheeler,Total
NASIK,0.0,Other Motor Vehicles,Offenders
NASIK,0.0,Other Motor Vehicles,Victims
NASIK,0.0,Other Motor Vehicles,Total
NASIK,1.0,Bicycle,Offenders
NASIK,0.0,Bicycle,Victims
NASIK,1.0,Bicycle,Total
NASIK,0.0,Hand Drawn Vehicle,Offenders
NASIK,0.0,Hand Drawn Vehicle,Victims
NASIK,0.0,Hand Drawn Vehicle,Total
NASIK,0.0,Animal Drawn Vehicle,Offenders
NASIK,0.0,Animal Drawn Vehicle,Victims
NASIK,0.0,Animal Drawn Vehicle,Total
NASIK,5.0,Pedestrian,Offenders
NASIK,0.0,Pedestrian,Victims
NASIK,5.0,Pedestrian,Total
NASIK,0.0,Others,Offenders
NASIK,0.0,Others,Victims
NASIK,0.0,Others,Total
NASIK,5.0,Truck/Lorry,Offenders
NASIK,0.0,Truck/Lorry,Victims
NASIK,5.0,Truck/Lorry,Total
NASIK,3.0,Bus,Offenders
NASIK,0.0,Bus,Victims
NASIK,3.0,Bus,Total
NASIK,7.0,SUV/Station Wagon/etc.,Offenders
NASIK,0.0,SUV/Station Wagon/etc.,Victims
NASIK,7.0,SUV/Station Wagon/etc.,Total
PATNA,1.0,Car,Offenders
PATNA,2.0,Car,Victims
PATNA,3.0,Car,Total
PATNA,0.0,Jeep,Offenders
PATNA,0.0,Jeep,Victims
PATNA,0.0,Jeep,Total
PATNA,0.0,Tractor,Offenders
PATNA,0.0,Tractor,Victims
PATNA,0.0,Tractor,Total
PATNA,6.0,Auto Rickshaw,Offenders
PATNA,2.0,Auto Rickshaw,Victims
PATNA,8.0,Auto Rickshaw,Total
PATNA,68.0,Two Wheeler,Offenders
PATNA,64.0,Two Wheeler,Victims
PATNA,132.0,Two Wheeler,Total
PATNA,0.0,Other Motor Vehicles,Offenders
PATNA,0.0,Other Motor Vehicles,Victims
PATNA,0.0,Other Motor Vehicles,Total
PATNA,1.0,Bicycle,Offenders
PATNA,0.0,Bicycle,Victims
PATNA,1.0,Bicycle,Total
PATNA,0.0,Hand Drawn Vehicle,Offenders
PATNA,0.0,Hand Drawn Vehicle,Victims
PATNA,0.0,Hand Drawn Vehicle,Total
PATNA,0.0,Animal Drawn Vehicle,Offenders
PATNA,0.0,Animal Drawn Vehicle,Victims
PATNA,0.0,Animal Drawn Vehicle,Total
PATNA,0.0,Pedestrian,Offenders
PATNA,0.0,Pedestrian,Victims
PATNA,0.0,Pedestrian,Total
PATNA,0.0,Others,Offenders
PATNA,0.0,Others,Victims
PATNA,0.0,Others,Total
PATNA,0.0,Truck/Lorry,Offenders
PATNA,12.0,Truck/Lorry,Victims
PATNA,12.0,Truck/Lorry,Total
PATNA,0.0,Bus,Offenders
PATNA,16.0,Bus,Victims
PATNA,16.0,Bus,Total
PATNA,3.0,SUV/Station Wagon/etc.,Offenders
PATNA,6.0,SUV/Station Wagon/etc.,Victims
PATNA,9.0,SUV/Station Wagon/etc.,Total
PUNE,16.0,Car,Offenders
PUNE,7.0,Car,Victims
PUNE,23.0,Car,Total
PUNE,0.0,Jeep,Offenders
PUNE,1.0,Jeep,Victims
PUNE,1.0,Jeep,Total
PUNE,0.0,Tractor,Offenders
PUNE,0.0,Tractor,Victims
PUNE,0.0,Tractor,Total
PUNE,3.0,Auto Rickshaw,Offenders
PUNE,3.0,Auto Rickshaw,Victims
PUNE,6.0,Auto Rickshaw,Total
PUNE,30.0,Two Wheeler,Offenders
PUNE,35.0,Two Wheeler,Victims
PUNE,65.0,Two Wheeler,Total
PUNE,0.0,Other Motor Vehicles,Offenders
PUNE,3.0,Other Motor Vehicles,Victims
PUNE,3.0,Other Motor Vehicles,Total
PUNE,0.0,Bicycle,Offenders
PUNE,0.0,Bicycle,Victims
PUNE,0.0,Bicycle,Total
PUNE,0.0,Hand Drawn Vehicle,Offenders
PUNE,0.0,Hand Drawn Vehicle,Victims
PUNE,0.0,Hand Drawn Vehicle,Total
PUNE,0.0,Animal Drawn Vehicle,Offenders
PUNE,0.0,Animal Drawn Vehicle,Victims
PUNE,0.0,Animal Drawn Vehicle,Total
PUNE,0.0,Pedestrian,Offenders
PUNE,4.0,Pedestrian,Victims
PUNE,4.0,Pedestrian,Total
PUNE,1.0,Others,Offenders
PUNE,2.0,Others,Victims
PUNE,3.0,Others,Total
PUNE,11.0,Truck/Lorry,Offenders
PUNE,25.0,Truck/Lorry,Victims
PUNE,36.0,Truck/Lorry,Total
PUNE,1.0,Bus,Offenders
PUNE,3.0,Bus,Victims
PUNE,4.0,Bus,Total
PUNE,0.0,SUV/Station Wagon/etc.,Offenders
PUNE,0.0,SUV/Station Wagon/etc.,Victims
PUNE,0.0,SUV/Station Wagon/etc.,Total
RAIPUR,4.0,Car,Offenders
RAIPUR,4.0,Car,Victims
RAIPUR,8.0,Car,Total
RAIPUR,0.0,Jeep,Offenders
RAIPUR,0.0,Jeep,Victims
RAIPUR,0.0,Jeep,Total
RAIPUR,1.0,Tractor,Offenders
RAIPUR,3.0,Tractor,Victims
RAIPUR,4.0,Tractor,Total
RAIPUR,2.0,Auto Rickshaw,Offenders
RAIPUR,1.0,Auto Rickshaw,Victims
RAIPUR,3.0,Auto Rickshaw,Total
RAIPUR,66.0,Two Wheeler,Offenders
RAIPUR,27.0,Two Wheeler,Victims
RAIPUR,93.0,Two Wheeler,Total
RAIPUR,1.0,Other Motor Vehicles,Offenders
RAIPUR,0.0,Other Motor Vehicles,Victims
RAIPUR,1.0,Other Motor Vehicles,Total
RAIPUR,0.0,Bicycle,Offenders
RAIPUR,8.0,Bicycle,Victims
RAIPUR,8.0,Bicycle,Total
RAIPUR,0.0,Hand Drawn Vehicle,Offenders
RAIPUR,0.0,Hand Drawn Vehicle,Victims
RAIPUR,0.0,Hand Drawn Vehicle,Total
RAIPUR,0.0,Animal Drawn Vehicle,Offenders
RAIPUR,0.0,Animal Drawn Vehicle,Victims
RAIPUR,0.0,Animal Drawn Vehicle,Total
RAIPUR,0.0,Pedestrian,Offenders
RAIPUR,10.0,Pedestrian,Victims
RAIPUR,10.0,Pedestrian,Total
RAIPUR,0.0,Others,Offenders
RAIPUR,24.0,Others,Victims
RAIPUR,24.0,Others,Total
RAIPUR,5.0,Truck/Lorry,Offenders
RAIPUR,1.0,Truck/Lorry,Victims
RAIPUR,6.0,Truck/Lorry,Total
RAIPUR,0.0,Bus,Offenders
RAIPUR,0.0,Bus,Victims
RAIPUR,0.0,Bus,Total
RAIPUR,1.0,SUV/Station Wagon/etc.,Offenders
RAIPUR,1.0,SUV/Station Wagon/etc.,Victims
RAIPUR,2.0,SUV/Station Wagon/etc.,Total
RAJKOT,3.0,Car,Offenders
RAJKOT,3.0,Car,Victims
RAJKOT,6.0,Car,Total
RAJKOT,0.0,Jeep,Offenders
RAJKOT,0.0,Jeep,Victims
RAJKOT,0.0,Jeep,Total
RAJKOT,0.0,Tractor,Offenders
RAJKOT,0.0,Tractor,Victims
RAJKOT,0.0,Tractor,Total
RAJKOT,6.0,Auto Rickshaw,Offenders
RAJKOT,7.0,Auto Rickshaw,Victims
RAJKOT,13.0,Auto Rickshaw,Total
RAJKOT,54.0,Two Wheeler,Offenders
RAJKOT,19.0,Two Wheeler,Victims
RAJKOT,73.0,Two Wheeler,Total
RAJKOT,5.0,Other Motor Vehicles,Offenders
RAJKOT,0.0,Other Motor Vehicles,Victims
RAJKOT,5.0,Other Motor Vehicles,Total
RAJKOT,0.0,Bicycle,Offenders
RAJKOT,3.0,Bicycle,Victims
RAJKOT,3.0,Bicycle,Total
RAJKOT,0.0,Hand Drawn Vehicle,Offenders
RAJKOT,0.0,Hand Drawn Vehicle,Victims
RAJKOT,0.0,Hand Drawn Vehicle,Total
RAJKOT,0.0,Animal Drawn Vehicle,Offenders
RAJKOT,0.0,Animal Drawn Vehicle,Victims
RAJKOT,0.0,Animal Drawn Vehicle,Total
RAJKOT,0.0,Pedestrian,Offenders
RAJKOT,35.0,Pedestrian,Victims
RAJKOT,35.0,Pedestrian,Total
RAJKOT,0.0,Others,Offenders
RAJKOT,0.0,Others,Victims
RAJKOT,0.0,Others,Total
RAJKOT,1.0,Truck/Lorry,Offenders
RAJKOT,2.0,Truck/Lorry,Victims
RAJKOT,3.0,Truck/Lorry,Total
RAJKOT,0.0,Bus,Offenders
RAJKOT,0.0,Bus,Victims
RAJKOT,0.0,Bus,Total
RAJKOT,0.0,SUV/Station Wagon/etc.,Offenders
RAJKOT,0.0,SUV/Station Wagon/etc.,Victims
RAJKOT,0.0,SUV/Station Wagon/etc.,Total
RANCHI,12.0,Car,Offenders
RANCHI,0.0,Car,Victims
RANCHI,12.0,Car,Total
RANCHI,13.0,Jeep,Offenders
RANCHI,0.0,Jeep,Victims
RANCHI,13.0,Jeep,Total
RANCHI,2.0,Tractor,Offenders
RANCHI,0.0,Tractor,Victims
RANCHI,2.0,Tractor,Total
RANCHI,16.0,Auto Rickshaw,Offenders
RANCHI,0.0,Auto Rickshaw,Victims
RANCHI,16.0,Auto Rickshaw,Total
RANCHI,56.0,Two Wheeler,Offenders
RANCHI,56.0,Two Wheeler,Victims
RANCHI,112.0,Two Wheeler,Total
RANCHI,0.0,Other Motor Vehicles,Offenders
RANCHI,0.0,Other Motor Vehicles,Victims
RANCHI,0.0,Other Motor Vehicles,Total
RANCHI,0.0,Bicycle,Offenders
RANCHI,0.0,Bicycle,Victims
RANCHI,0.0,Bicycle,Total
RANCHI,0.0,Hand Drawn Vehicle,Offenders
RANCHI,0.0,Hand Drawn Vehicle,Victims
RANCHI,0.0,Hand Drawn Vehicle,Total
