VEHICLE NO,LOCATION,NO.OF BINS,IST TRIP,IIND TRIP,IIRD TRIP,REMARKS,Zone,Div,Shift
 TN 05 AQ 6446,SACHIDANANDAM STREET,1, ,10.25, , ,6,76,0
 TN 05 AQ 4872,SATTANNAN STREET,2,8.45, , , ,6,78,0
TN 04 1357,REDHILLS MAIN ROAD (NAIDU HALL),9,-,-,9, ,7,79,0
TN 04 6481,REDHILLS MAIN ROAD (CSI CHURCH),1,-,1, , ,7,80,0
TN 02 BU 0478,REDHILLS ROAD,7,11:34 TO 11:40, , ,NIGHT,7,82,0
TN 02 BU 0478,REDHILLS ROAD,7,11:34 TO 11:40, , ,NIGHT,7,82,2
TN 02 BU 0478,NRS MAIN ROAD,2, ,12:34 TO 12:37, ,DAY,7,83,0
TN 02 BU 0478,TNHB 49TH STREET,2, ,01:42 TO 01:44, ,DAY,7,83,1
TN 02 BU 0478,OV AZHAGESAN STREET,7, ,05:02 TO 05:13, ,NIGHT,7,83,2
TN 02 BU 0478,VANAGARAM RD,5,07:00 TO 07:06, , ,DAY,7,85,0
TN 02 BU 0478,VANAGARAM RD,5,07:00 TO 07:06, , ,DAY,7,85,1
TN 04 AP 9028,TVS NAGAR MAIN ROAD,1,8,-,-, ,7,88,0
TN 04 AC 6127,NORTH JAGANATHAN NAGAR 2ND MAIN ROAD ( OPP TO INDRA NAGAR ),1,9.40 AM,12.40PM, , ,8,94,0
TN 04 - 6280 ,MADURA KALAYANAMANDAPAM,1, , ,11.10 AM, ,8,95,0
TN-01 AQ 4843 ,SAMYDASA PURAM,2,7.00 AM, ,11.25 AM, ,8,98,0
TN 22 CF 5473,AF 7TH STREET NEAR GRAND SWEET,2,7.35 AM,11.25 AM, , ,8,99,0
TN 04 1297 ,6TH MAIN ROAD AC BLOCK,2,7.15 AM,10.15 AM, , ,8,100,0
TN 04 AQ 6237,ANNA HOSPITAL,1,7.40AM, , , ,8,101,0
TN 04 AY 6843,KG COLONY,1, ,12.15 PM, , ,8,102,0
TN 04 AD 1184,ORMES ROAD (KAKKADA),2,10.00 AM,01.45 AM, , ,8,103,0
TN 04 AC 6127,GANGADEESHWAR KOIL ROAD NEAR BATA SHOWROOM,1,8.00 AM,10.50 AM, , ,8,104,0
TN 04 6855 ,MARIMALI ADIKAL STREET,1,7.10 AM,9.45 AM, , ,8,105,0
TN 22 CH 8292,PERUMAL KOIL STREET,2,7.15 AM,10.40 AM, , ,8,106,0
TN 04 AQ 4837,M.S.NAGAR(AMBETHKAR GROUD),2,-,9.40 AM,-, ,8,107,0
TN 04 AQ 6253,PADMANABA NAGAR,2, ,10.05 AM, , ,8,108,0
TN 02 BU 0442,CHINNA MATHUR SALAI,2, ,3.25AM, ,NIGHT,2,19,0
TN02BU 0433,SURAPET MAIN ROAD,3, ,12.40PM, ,DAY,3,24,0
TN02BU 0340,VINAYAKAPURAM,7, ,12.30PM, ,DAY,3,26,0
TN 22 CH 8343 ,KMA GARDEN,4, ,1.00 AM, ,NIGHT,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (BURAIL GROUND),3,8.50 AM, , ,DAY,4,34,1
TN 04 AC 6197 ,KKD NAGAR 2ND BLOCK 1TH MAIN ROAD,2,10.45 AM, , ,DAY,4,35,0
TN 04 AC 6197 ,KKD NAGAR 5TH BLOCK 6TH MAIN ROAD,1,10.15 AM, , ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( VEERA MAHAL ),1,7.10 AM, , , ,4,36,0
TN 04 AV 6403 ,BURIAL GROUND MULLAI NAGAR,1, ,10.45AM, ,DAY,4,37,0
TN 04 AV 6403 ,JJ NAGAR,1, ,12.00NOON, ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD BP TEA STALL,2, ,11.30 AM, ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD PETROL BUNK,1,6.45 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,IOC VALLUVAN STREET,1, ,12.45 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MGR NAGAR NEAR EZHIL NAGAR,1, ,10.30 AM, ,DAY,4,41,0
TN 04 AC 7627 ,MGR NAGAR NEAR EZHIL NAGAR,1, ,10.30 AM, ,DAY,4,41,1
TN 22 BR 2956 ,MPM STREET ( FIRE SERVICE),5,8.00AM,11.30AM, ,DAY,4,45,0
TN 22 BR 1249 ,MOORTHINGAR ROAD PARK,3,7.30 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,NEHRU NAGAR 1ST MAIN ROAD,2, ,12.10 PM, ,DAY,4,46,1
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1, , ,12.25 PM,DAY,4,48,0
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1, , ,12.25 PM,DAY,4,48,1
TN 22 CF 1678,SHANTHI COLONY (G.A.ROAD) OPPOSITE,2,8.00AM,11.15AM,1.15PM, ,5,49,0
TN 22 CJ 4842,SHANMUGARAYAN LANE,5,7 .45AM,11.00AM,12.45PM, ,5,56,0
TN 22 BR 1242,THATHA MUTHIYAPPAN STREET,3,7 .45AM,11.00AM,12.45PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (SHANKAR APARTMENT ),2,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 22 CF 5598,TNPC OFFICE INSIDE,2,8.00AM,11.15AM,1.15PM, ,5,59,0
TN 22 AQ 4269,MUTHU MAARI AMMAN KOIL STREET,3,8.00AM,11.15AM,1.15PM, ,5,60,0
TN 22 CF 5144,"PANTHEON ROAD 1PART (CB CID, JUDGE QUARTERS ,AMMA UNAVAGAM)",6,7.00AM,9.30AM,12.00PM, ,5,61,0
TN 04 AQ 7378,GURUVAPPA ST (NEAR DR.MANIVANNAN ),1,7.00AM,9.30AM,12.00PM, ,5,62,0
TN 22 CF 8557,BYRUNG JUNG BAHADUR 1ST LANE (NEAR GENERAL MECHINE ),1,7.20AM,10.30AM,12.15PM, ,5,63,0
 TN 04 AY 6457,MAKKARAM ,2,10.1, , , ,6,64,0
 TN 05 AQ 4816,SENTHIL NAGAR 10TH CROSS STREET,2, ,9, , ,6,65,0
 TN 05 AQ 6276,KRISHNA NAGAR ,2, , ,12.3, ,6,66,0
 TN 05 AY 6480,MUTHUKUMARAPPA SALAI,7,8.3, , , ,6,67,0
 TN 05 AY 6450,PAPER MILLS ROAD,1,7, , , ,6,68,0
  TN 05 AQ 4833,PAPER MILLS ROAD,4, ,11, , ,6,69,0
 TN 05 AQ 6446,STRAHANS ROAD,2, , ,12.25, ,6,76,0
 TN 05 CF 5487,TANA STREET,4,8.45, , , ,6,78,0
TN 04 AP 9057,S.V NAGAR,3,7.15,-,-, ,7,79,0
TN 04 1357,REDHILLS MAIN ROAD (CSI CHURCH),1,-,-,12.35, ,7,80,0
TN 02 BU 0478,SASTREETHRI STREET,3,10:51 TO 10:55, , ,NIGHT,7,82,0
TN 02 BU 0478,SASTREETHRI STREET,3,10:51 TO 10:55, , ,NIGHT,7,82,2
TN 02 BU 0478,NRS MAIN ROAD,2,09:32 TO 09:35, , ,DAY,7,83,0
TN 02 BU 0478,TNHB 49TH STREET,2,09:22 TO 09:25, , ,DAY,7,83,1
TN 02 BU 0478,PERUMAL KOVIL STREET,2, ,02:57 TO 03:01, ,NIGHT,7,83,2
TN 04 6481,V.O.C STREET,2,-,-,12.4, ,7,88,0
TN 04 AC 6127,NORTH JAGANATHAN NAGAR 2ND MAIN ROAD (NEAR SHAME APRTMENT ),1,9.35 AM,12.35 PM, , ,8,94,0
TN 04 - 6280 ,MASUTHI NEAR,1, , ,12.35 PM, ,8,95,0
TN-01 AQ 4843 ,SOMASUNDARAM 6TH STREET,2, ,11.20 AM,12.35PM, ,8,98,0
TN 22 BR 9698,"KATHIRAVAN COLONY, 16TH MAIN ROAD",3,8.10 AM,11.20 AM, , ,8,99,0
TN04 AY 6892 ,7TH MAIN ROAD 9TH MAIN ROAD,1,8.40 AM,12.35 PM, , ,8,100,0
TN 22 BR 9446,ANNA SATHYA NAGAR 2ND MAIN ROAD ( NEWW AVADI ROAD),1,8.30AM, , , ,8,101,0
TN 04 AY 6843,KILPAUK GARDEN ROAD,3, ,11.20 AM, , ,8,102,0
TN 04 AY 6858,PH ROAD,1,10.00AM,01.30AM, , ,8,103,0
TN 04 AC 6127,GANGADEESHWAR KOIL ROAD NEAR MCTM SCHOOL,1,8.20 AM,11.20 AM, , ,8,104,0
TN 04 AQ 6239,MMDA COLONY A BLOCK (THIRU VI KA SQUARE),1,8.05 AM, ,12.15 PM, ,8,105,0
TN 22 CH 4665,RAGAVAN STREET,1,8.15 AM,11.40 AM, , ,8,106,0
TN 04 AP 9048,MAYOR CHITTIBABU SALAI,2,7.10 AM,9.45 AM,12.00PM, ,8,107,0
TN 04 AQ 6253,PARI STREET,1, ,9.35 AM, , ,8,108,0
TN 02 BU 0442,GANDHI NAGAR ,2, ,11.15AM, ,DAY,2,19,0
TN02BU 0433,SURAPET MAIN ROAD,3, ,12.30PM, ,DAY,3,24,0
TN02BU 0433,VINAYAKAPURAM,7,10.45PM, , ,NIGHT,3,26,0
TN 22 CH 8343 ,MANALI SALAI MAIN ROAD ( BURIAL GROUND ),3, ,12.00 AM, ,NIGHT,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (DOWN),2,8.25 AM, , ,DAY,4,34,1
TN 04 AC 6197 ,KKD NAGAR 3RD MAIN ROAD,5,9.30 AM, , ,DAY,4,35,0
TN 04 TQ 4743 ,KRISHNAN SREET,2, ,11.10 AM, ,DAY,4,35,1
TN 04 AY 6422 ,EH ROAD ( VEERA MAHAL ),1,9.10 PM, , ,NIGHT,4,36,0
TN 04 AV 6403 ,CENTRAL AVANUE ROAD NEAR PLAY GROUND,1,9.45AM, , ,DAY,4,37,0
TN 04 AV 6403 ,JJ NAGAR,2, ,11.45AM, ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD EB STREET,1,9.00 AM, , ,DAY,4,38,0
TN 04 AQ 4288 ,ELLAYA STREET KCS COLLAGE,2,7.30 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,NETHAJI NAGAR 6TH STREET,7, ,12.15 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MGR NAGAR NEAR MCC,2, ,11.00 AM, ,DAY,4,41,0
TN 04 AC 7627 ,MGR NAGAR NEAR MCC,2, ,11.00 AM, ,DAY,4,41,1
TN 22 BR 2956 ,MPM STREET ( PC ),1,9.00AM,11.55AM, ,DAY,4,45,0
TN 22 BR 1249 ,MOORTHINGAR ROAD SIVAN KOIL KULAM,2,8.20 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,PALL 1ST STREET,1,8.50 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1, ,12.25 PM, ,DAY,4,48,0
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1, ,12.25 PM, ,DAY,4,48,1
TN 04 AQ 1951,SINGARA THOTTAM ( POLICE QUARTERS),2,7.00AM,9.30AM,12.00PM, ,5,49,0
TN 04 AD 1578,THAMBU CHETTY STREET,3,7 .35AM,10.45AM,12.30PM, ,5,56,0
TN 22 BR 4071,TRIVELIYAN STREET,2,7.20AM,10.30AM,12.15PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (SUDHA HOTEL NEAR),1,7 .35AM,10.45AM,12.30PM, ,5,58,0
TN 22 AQ 6261,TNPC SALAI (DENTAL HOSPITAL INSIDE),2,7 .45AM,11.00AM,12.45PM, ,5,59,0
TN 04 AD 1591,N.S.C BOSE STREET,2,7 .35AM,10.45AM,12.30PM, ,5,60,0
TN 22 CF 5144,PANTHEON ROAD 2PART (SRIRANGA AVANUE),1,7.20AM,10.30AM,12.15PM, ,5,61,0
TN 04 AQ 7378,GURUVAPPA ST (NEAR MURUGAN KOIL ),2,7.20AM,10.30AM,12.15PM, ,5,62,0
TN 04 AY 6447,CHELLA PILLAIYAR KOIL STREET,3,7 .45AM,11.00AM,12.45PM, ,5,63,0
TN 05 CH 2491,POOMBHUKAR 1ST MAIN ROAD,4, ,12.1, , ,6,64,0
 TN 05 AQ 4816,SRINIVASA NAGAR 3RD MAIN ROAD,4,7.15, , , ,6,65,0
 TN 04 CH 1440,PAPER MILLS ROAD,1,7.15, , , ,6,66,0
 TN 05 AY 6480,MUTHUKUMARAPPA SALAI,7, ,11.15, , ,6,67,0
 TN 04 AQ 4874,PONNUSAMY NAGAR,1, , ,12.4, ,6,68,0
 TN 05 AY 6478,PAPER MILLSROAD,2, ,9.5, , ,6,69,0
 TN 05 AQ 6446,V.V. KOIL STREET,1, , ,12.35, ,6,76,0
 TN 05 CF 5487,TANA STREET,4, ,12.35, , ,6,78,0
TN 04 AP 9057,THIRUMOORTHY STREET,3,10.1,-,-, ,7,79,0
TN 04 1357,REDHILLS MAIN ROAD (NEAR RAJIV GANDHI STATUE),2,-,-,12.5, ,7,80,0
TN 02 BU 0478,SOWKAR STREET,4,10:45 TO 10:49, , ,NIGHT,7,82,0
TN 02 BU 0478,SOWKAR STREET,4,10:45 TO 10:49, , ,NIGHT,7,82,2
TN 02 BU 0478,NRS MAIN ROAD,2, ,01:19 TO 01:22, ,DAY,7,83,0
TN 02 BU 0478,TNHB 57TH STREET,2, ,01:23 TO 01:26, ,DAY,7,83,1
TN 02 BU 0478,RAIL VIHAR,2, ,04:40 TO 04:45, ,NIGHT,7,83,2
TN 04 AP 9028,VOC STREET KUMARAN NAGAR,2,8.4,-,-, ,7,88,0
TN 04 AC 6127,NORTH JAGANATHAN NAGAR 3RD STREET,2,9.30 AM,12.30 PM, , ,8,94,0
TN 04 -6242 ,MOHAN REDDY,3,7.40 AM,10.20 AM,12.40 PM, ,8,95,0
TN 22 BR 9698,"KATHIRAVAN COLONY, CHURCH",2,8.00 AM,11.15 AM, , ,8,99,0
TN04 AY 6892 ,7TH MAIN ROAD AI BLOCK,1,9.00 AM,12.45 PM, , ,8,100,0
TN 22 BR 9446,ANNAI SATHYA NAGAR 21 STREET CANAL BRIDGE,1,8.45AM, , , ,8,101,0
TN 22 CF 5531,KUMARAN NAGAR,2,8.50 AM,10.45 AM, , ,8,102,0
TN 04 AY 6858,POLICE QUARTERS,3,9.30AM,01.00AM, , ,8,103,0
TN 22 BR 9625,LETTANGS ROAD NEAR DIVISION OFFICE,1,8.40 AM, ,12.10 PM, ,8,104,0
TN 04 6855 ,MMDA COLONY EB BOX,2,7.40 AM,10.45 AM, , ,8,105,0
TN 22 CH 8292,RAILWAY COLONY,2,9.10 AM,11.50 AM, , ,8,106,0
TN 04 AD 1184,MAYOR CHITTIBABU SALAI,2,7.20 AM,-,11.40 AM, ,8,107,0
TN 04 AQ 6253,PASUMPON STREET,2, , ,11.25 AM, ,8,108,0
TN 02 BU 0442,GANDHI NAGAR ,2, ,1.00AM, ,NIGHT,2,19,0
TN02BU 0433,SURAPET MAIN ROAD,3,12.20PM, , ,NIGHT,3,24,0
TN 22 CH 8343 ,MANALI SALAI MAIN ROAD ( DOWN ),2, ,11.45 PM, ,NIGHT,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (DOWN),2, ,11.55 AM, ,DAY,4,34,1
TN 04 AC 6197 ,KKD NAGAR 3RD MAIN ROAD,5,10.00 PM, , ,NIGHT,4,35,0
TN 04 AY 6472 ,MUTHAMIL NAGAR 10TH MAIN ROAD,5,10.15 AM, , ,DAY,4,35,1
TN 04 AQ 6408 ,ETHIRAJ SAMY SALAI ( INDRA MAHAL ),1, , ,11.50 AM, ,4,36,0
TN 04 AV 6403 ,CENTRAL AVANUE ROAD OPP TO ABDULKALAM APPARTMENT,2,10.00AM, , ,DAY,4,37,0
TN 04 AV 6403 ,JJ NAGAR NEAR 82ND BLOCK,1, ,11.25AM, ,DAY,4,37,1
TN 22 CF 5613 ,EH ROAD EB STREET,1,10.40 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,ELLAYA STREET PRINCE VILLAGE 1,4,8.15 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,SASTRI NAGAR MAIN,7,11.45 PM, , ,NIGHT,4,38,2
TN 04 AQ 6415 ,PERIYAR SALAI,5, ,11.00 AM, ,DAY,4,41,0
TN 04 AQ 6415 ,PERIYAR SALAI,5, ,11.00 AM, ,DAY,4,41,1
TN 04 AQ 6408 ,MPM STREET ( PC ),1, , ,4.25PM,AFTERNOON,4,45,0
TN 04 AY 6403 ,MOORTHINGAR STREET,3, ,11.35 AM, ,NIGHT,4,46,0
TN 22 BR 1249 ,SM NAGAR MAIN ROAD 20TH BLOCK,1,10.10 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,TELUGU STREET,1,10.05 AM, , ,DAY,4,48,0
TN 04 AY 6435 ,TELUGU STREET,1,10.05 AM, , ,DAY,4,48,1
TN 22 CF 1678,SINGARA THOTTAM 4TH STREET,2,7.00AM,9.30AM,12.00PM, ,5,49,0
TN 22 CJ 1867,VARADHA MUTHIYAH STREET,3,7 .45AM,11.00AM,12.45PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (Y.W.C.A HOSTEL NEAR),2,8.00AM,11.15AM,1.15PM, ,5,58,0
TN 22 AQ 6261,TNPC SALAI (MEDICAL HOSTEL INSIDE),2,7 .35AM,10.45AM,12.30PM, ,5,59,0
TN 22 AQ 4269,NARAYANA STREET,1,7.00AM,9.30AM,12.00PM, ,5,60,0
TN 22 CF 6138,PCO ROAD (POLICE MESS AND MANAPUARAM GOLD LOAN ),3,7.20AM,10.30AM,12.15PM, ,5,61,0
TN 04 AQ 7378,IYYA MUTHALI ST (NEAR RELIEF CENTER ),1,7.20AM,10.30AM,12.15PM, ,5,62,0
TN 22 CF 8557,CPM ST (NEAR AAVIN BOOTH),1,7.00AM,9.30AM,12.00PM, ,5,63,0
TN 05 CH 2491,POOMBHUKAR 1ST MAIN ROAD,4,7.55, , , ,6,64,0
 TN 05 AQ 4816,THILLAI GANGA NAGAR,2,7.3, , , ,6,65,0
 TN 04 CH 1440,PAPER MILLS ROAD,1, ,11.3, , ,6,66,0
 TN 05 AY 6480,SRP KOIL STREET SOUTH,3,7.15, , , ,6,67,0
 TN 04 AQ 4874,SHANTHI NAGAR MAIN,2,8.3, , , ,6,68,0
  TN 05 AQ 4833,PILKINGTON ROAD,4,8.3, , , ,6,69,0
 TN 05 AQ 6446,VENKADESAN BANK STREET,2, ,10.15, , ,6,76,0
 TN 05 AQ 4872,V.V. KOIL STREET MARKET,4, ,10.45, , ,6,78,0
TN 04 6481,REDHILLS MAIN ROAD (NEAR RAJIV GANDHI STATUE),2,-,1.3, , ,7,80,0
TN 02 BU 0478,NRS MAIN ROAD,2, ,03:10 TO 03:15, ,NIGHT,7,83,0
TN 02 BU 0478,TNHB 57TH STREET,2,09:27 TO 09:30, , ,DAY,7,83,1
TN 02 BU 0478,RAJIV NAGAR,4, ,02:35 TO 02:47, ,NIGHT,7,83,2
TN 04 AP 9028,VOC STREET KUMARAN NAGAR,2,8.3,-,-, ,7,88,0
TN 04 AC 6127,RAJAMANGALAM 2ND MAIN ROAD,1,9.55 AM,12.55 PM, , ,8,94,0
TN 04 - 6280 ,MOHAN RETTYAR HOSPITAL,3, , ,11.30 AM, ,8,95,0
TN 22 CF 5473,L BLOCK NEAR SHANTHI COLONY JN.,1,8.50 AM,12.00 PM, , ,8,99,0
TN04 AY 6892 ,7TH MAIN ROAD JENCSON,1,8.30 AM,12.30 PM, , ,8,100,0
TN 22 BR 9446,"ANNAI SATHYA NAGAR 2ND ,MAIN ROAD 9 SATHYA NAGAR 10TH STREET",1,8.40AM, , , ,8,101,0
TN 04 AY 6843,LAKSHMI TALKIES ROAD,2,8.20 AM, , , ,8,102,0
TN 04 AD 1184,PRO.SUBRAMANI STREET,2,7.30 AM,11.30 AM, , ,8,103,0
TN 04 AQ 6251,MUTHIYAL STREET NEAR MADHARSHA,1, ,10.15 AM,1.15 PM, ,8,104,0
TN 04 6855 ,MMDA COLONY MUTHUMARIYAMMAN KOIL (SIDCO POINT),1,8.30 AM,11.50 AM, , ,8,105,0
TN 22 CH 8292,SUNNAMBU KALVAI,1,7.40 AM,11.05 AM, , ,8,106,0
TN 04 AQ 4837,MAYOR CHITTIBABU SALAI,2,-,9.55 AM,-, ,8,107,0
TN 04 AQ 6253,PASUPON STREET,2,7.30 AM, , , ,8,108,0
TN 02 BU 0442,KAMARAJAR SALAI,1, ,11.20AM, ,DAY,2,19,0
TN02BU 0433,SURAPET MAIN ROAD,3,12.25PM, , ,NIGHT,3,24,0
TN 22 CH 8343 ,MANALI SALAI MAIN ROAD ( EVEREST BAKERY ),1, ,12.30 AM, ,NIGHT,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (EVEREST BAKERY),1,9.20 AM, , ,DAY,4,34,1
TN 04 AC 6197 ,KKD NAGAR 5TH BLOCK 6TH MAIN ROAD,1,10.15 AM, , ,DAY,4,35,0
TN 04 AC 6197 ,MUTHAMIL NAGAR 10TH MAIN ROAD,5, ,12.30 PM, ,DAY,4,35,1
TN 04 AQ 6408 ,ETHIRAJ SAMY SALAI ( INDRA MAHAL ),1,7.30 AM, , , ,4,36,0
TN 04 AV 6403 ,EH ROAD OPP TO AMBEDKAR COLLAGE,1,7.30 AM, , ,DAY,4,37,0
TN 04 AV 6403 ,JJ NAGAR NEAR EB PILLAR,1, ,11.35AM, ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD ECI SCHOOL ( OPP ),2,9.30 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,ELLAYA STREET PRINCE VILLAGE 2,3,8.45 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,TAMILAR NAGAR GATE,1, ,1.00 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,SIVAJI NAGAR,3,7.00 AM, , ,DAY,4,41,0
TN 04 AC 7627 ,SIVAJI NAGAR,3,7.00 AM, , ,DAY,4,41,1
TN 22 BR 2956 ,MPM STREET ( RAGAM FLATS ),1,9.10AM,12.10AM, ,DAY,4,45,0
TN 04 AY 6403 ,MUTHU STREET,1, ,11.20 AM, ,NIGHT,4,46,0
TN 22 BR 1249 ,SM NAGAR MAIN ROAD PARK,3, ,12.25 PM, ,DAY,4,46,1
TN 04 AY 6435 ,VENKATA KRISHNAN STREET,1,08.05 AM, , ,DAY,4,48,0
TN 04 AY 6435 ,VENKATA KRISHNAN STREET,1,08.05 AM, , ,DAY,4,48,1
TN 22 CF 1678,SOLAIYAPPAN STREET ( POLICE QUARATERS ),5,7.20AM,10.30AM,12.15PM, ,5,49,0
TN 22 BR 4071,VEERAPPAN STREET,3,7 .45AM,11.00AM,12.45PM, ,5,57,0
TN 22 BR 2976,GENERAL COLLINS ROAD (MADDOX ST JUNCTION ),2,7.20AM,10.30AM,12.15PM, ,5,58,0
TN 22 AQ 6261,WALLTAX ROAD (NEAR PARCEL OFFICE ),3,7.20AM,10.30AM,12.15PM, ,5,59,0
TN 04 AD 1591,NORTH FORT ROAD,1,8.00AM,11.15AM,1.15PM, ,5,60,0
TN 22 CF 6138,POOSALAI GENGU STREET (RATION SHOP),3,7 .35AM,10.45AM,12.30PM, ,5,61,0
TN 04 AQ 7378,KALAVAI ST,1,7.00AM,9.30AM,12.00PM, ,5,62,0
TN 04 AY 6447,CPM ST (NEAR J.M TRADERS),1,7 .45AM,11.00AM,12.45PM, ,5,63,0
 TN 04 AY 6457,POOMBHUKAR NAGAR 25TH STREET,1,8.4, , , ,6,64,0
 TN 05 AQ 4816,VENUS NAGAR 200 FEET ROAD,4, ,9.3, , ,6,65,0
 TN 04 CH 1440,PERIYAR NAGAR G.H,2,7.2, , , ,6,66,0
 TN 05 AY 6480,SRP KOIL STREET SOUTH,3, ,10.3, , ,6,67,0
 TN 05 AY 6450,SRP KOIL STREET (NORTH),1,7.45, , , ,6,68,0
  TN 05 AQ 4833,PILKINGTON ROAD,4,8, , , ,6,69,0
 TN 05 CF 5487,VADAMALAI STREET,4, ,11.35, , ,6,78,0
TN 04 6481,REDHILLS MAIN ROAD (OPP WIRELESS),1,-,1.15, , ,7,80,0
TN 02 BU 0478,NRS MAIN ROAD,2, ,02:23 TO 02:26, ,NIGHT,7,83,0
TN 02 BU 0478,TVS NAGAR 1ST MAIN ROAD,6, ,12:07 TO 12:15, ,DAY,7,83,1
TN 02 BU 0478,RAMAPURAM,4, ,05:15 TO 05:20, ,NIGHT,7,83,2
TN 04 AC 6127,RK LINK ROAD,4,9.15 AM,12.20 PM, , ,8,94,0
TN 04 -6242 ,MTH ICF SIGNAL,1,7.00 AM,9.40 AM,12.10 PM, ,8,95,0
TN 22 CF 5473,MANGALAM COLONY NEAR 100FT ROAD,2,8.30 AM,11.50 AM, , ,8,99,0
TN04 AY 6892 ,7TH MAIN ROAD SLUM,1,8.20 AM,12.25 PM, , ,8,100,0
TN 22 BR 9446,"ANNAI SATHYA NAGAR 2ND ,MAIN ROAD TAMIL NADU HOUSING BOARD OPP",1,8.35AM, , , ,8,101,0
TN 22 CF 5531,NEW AVADI ROAD,2,7.20 AM,12.00 PM, , ,8,102,0
TN 04 AD 1184,PURASAWAKKAM HIGH ROAD,3,9.15 AM,01.10 AM, , ,8,103,0
TN 04 AQ 6251,NANCY STREET,1, ,9.30 A.M,12.40PM, ,8,104,0
TN 04 AQ 6239,PANCHALI AMMAN KOIL STREET (SANJEEVI STREET),2, ,11.05 AM,1.40 PM, ,8,105,0
TN 04 AD 1184,MAYOR RAMANATHAN SALAI,1,7.10 AM,10.00AM,11.30 AM, ,8,107,0
TN 22 CY 7795,PERIYAR PATHAI,2,8.30 AM,10.25 AM, , ,8,108,0
TN 02 BU 0442,KAMARAJAR SALAI,2, ,12.10PM, ,DAY,2,19,0
TN02BU 0433,VELLAMMAL BURIAL GROUND,7, ,11.30AM, ,DAY,3,24,0
TN 22 CH 8343 ,MANALI SALAI MAIN ROAD ( NOOR HOSPITAL ),3, ,12.20 AM, ,NIGHT,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (EVEREST BAKERY),1, ,11.15 AM, ,DAY,4,34,1
TN 04 TQ 4743 ,KRISHNAN SREET,2, ,11.10 AM, ,DAY,4,35,0
TN 04 TQ 4743 ,MUTHAMIL NAGAR 2ND BLOCK 50TH STREET,2, ,10.45 AM, ,DAY,4,35,1
TN 04 AQ 6408 ,ETHIRAJ SAMY SALAI ( INDRA MAHAL ),2,7.20 AM, , , ,4,36,0
TN 04 AQ 6415 ,EH ROAD OPP TO AMBEDKAR COLLAGE,1,1.40 PM, , ,AFTERNOON,4,37,0
TN 04 AV 6403 ,JJ NAGAR NEAR NEW TNSCB BUILDING,1, ,11.30AM, ,DAY,4,37,1
TN 22 CF 5613 ,EH ROAD ECI SCHOOL ( OPP ),2,11.00 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,ELLAYA STREET SWIMMING POOL ( OPP ),1,7.40 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,TAMILAR NAGAR PC,1, ,1.15 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,SIVAJI NAGAR,3, , ,12.30 PM,DAY,4,41,0
TN 04 AC 7627 ,SIVAJI NAGAR,3, , ,12.30 PM,DAY,4,41,1
TN 22 BR 2956 ,MPM STREET ( RATION SHOP),1,8.45AM,11.50AM, ,DAY,4,45,0
TN 22 BR 1249 ,MUTHU STREET MOORTHINGAR ROAD TNSCB,1,7.00AM, , ,DAY,4,46,0
TN 22 BR 1249 ,SM NAGAR MALLIGAI POO COLONY,1, ,1.00 PM, ,DAY,4,46,1
