Zone,Div,Address,Area,StreetLight
9,116,"Theradi Street (Car Street)  Triplicane, Triplicane",Triplicane,12
9,116,"Thope Venkatachala Street  Chepauk, Chepauk",Chepauk,5
9,116,"Thulasinga Perumal Koil 1st Street  Triplicane, Triplicane",Triplicane,14
9,116,"Thulasinga Perumal Koil 2nd Street  Triplicane, Triplicane",Triplicane,7
9,116,"Thulasinga Perumal Koil Street  Triplicane, Triplicane",Triplicane,15
9,116,"Veeraperumal Street  Chepauk, Chepauk",Chepauk,1
9,116,"Veeraragava Street (Big Street)  Chepauk, Chepauk",Chepauk,10
9,116,"Venkatachala Chetty Street  Chepauk, Chepauk",Chepauk,11
9,116,"Venkatachala Naicken 1st Lane  Triplicane, Triplicane",Triplicane,3
9,116,"Venkatachala Naicken 2nd Lane  Triplicane, Triplicane",Triplicane,3
9,116,"Venkatachala Naicken 3rd Lane  Triplicane, Triplicane",Triplicane,3
9,116,"Venkatachala Naicken Street  Triplicane, Triplicane",Triplicane,7
9,116,"Venkatarangam 2nd Lane  Triplicane, Triplicane",Triplicane,5
9,116,"Venkatarangam Pillai 1st Lane  Triplicane, Triplicane",Triplicane,2
9,116,"Venkatarangam Pillai Street  Triplicane, Triplicane",Triplicane,20
9,117,"Amudham Colony - Tnhb Chevalier Shivaji Ganesan Road  T.Nagar, T.Nagar",T.Nagar,6
9,117,"Anna Salai From Teynampet Signal To Kamarajar Arangam  Teynampet, Teynampet",Teynampet,90
9,117,"Arcot Salai  T.Nagar, T.Nagar",T.Nagar,12
9,117,"Arulambal Street  T.Nagar, T.Nagar",T.Nagar,14
9,117,"Bagirathi Ammal Street  T.Nagar, T.Nagar",T.Nagar,18
9,117,"Basudev Street  T.Nagar, T.Nagar",T.Nagar,3
9,117,"Bazullah Road  T.Nagar, T.Nagar",T.Nagar,76
9,117,"Bharathi  Nagar I Lane  Bharathi Nagar, T.Nagar",T.Nagar,3
9,117,"Bharathi  Nagar Ii Lane  Bharathi Nagar, T.Nagar",T.Nagar,3
9,117,"Bharathi  Nagar Iii Lane  Bharathi Nagar, T.Nagar",T.Nagar,2
9,117,"Bharathi Nagar I Street  Bharathi Nagar, T.Nagar",T.Nagar,10
9,117,"Bharathi Nagar Ii Street  Bharathi Nagar, T.Nagar",T.Nagar,4
9,117,"Bharathi Nagar Iii Street  Bharathi Nagar, T.Nagar",T.Nagar,5
9,117,"Bharathi Nagar Iv Street  Bharathi Nagar, T.Nagar",T.Nagar,3
9,117,"Chari Street  T.Nagar, T.Nagar",T.Nagar,12
9,117,"Chevalier Shivaji Ganesan Road  South Boag Road Slum, T.Nagar",T.Nagar,39
9,117,"Chevalier Shivaji Ganesan Road Tnscb Hutments(1-22)  North Boag Road Slum, T.Nagar",T.Nagar,44
9,117,"Chinnaiah Street  T.Nagar, T.Nagar",T.Nagar,9
9,117,"Daniel St  T.Nagar, T.Nagar",T.Nagar,8
9,117,"Dr. B. Narasimman Road  T.Nagar, T.Nagar",T.Nagar,64
9,117,"Dr. B. Narasimman Road I Street  T.Nagar, T.Nagar",T.Nagar,4
9,117,"Dr. B. Narasimman Road Ii Street  T.Nagar, T.Nagar",T.Nagar,4
9,117,"Dr. Giriappa Road  Teynampet, Teynampet",Teynampet,6
9,117,"Dr. Giriappa Road North  Teynampet, Teynampet",Teynampet,38
9,117,"Dr. Giriappa Road(Drivers Colony)  Teynampet, Teynampet",Teynampet,10
9,117,"Dr. Nair Road  T.Nagar, T.Nagar",T.Nagar,3
9,117,"Dr. Sadasiva Road  T.Nagar, T.Nagar",T.Nagar,10
9,117,"Dr. Thomas Road I St Street (Chevalier Shivaji Ganesan Road And Dr. Thomas Toad - Tnagar)  T.Nagar, T.Nagar",T.Nagar,5
9,117,"Dr. Thomas Road Ii St Street (Chevalier Shivaji Ganesan Road And Dr. Thomas Toad - Tnagar)  T.Nagar, T.Nagar",T.Nagar,5
9,117,"Dr.Thomas Road  T.Nagar, T.Nagar",T.Nagar,19
9,117,"Dr.Thomas Road Tnscb Houses And Thatched Houses  T.Nagar, T.Nagar",T.Nagar,43
9,117,"G.N. ( C ) Road  T.Nagar, T.Nagar",T.Nagar,192
9,117,"Gangai Amman Koil Street  Lala Thottam, T.Nagar",T.Nagar,5
9,117,"Giri Road  T.Nagar, T.Nagar",T.Nagar,26
9,117,"Habibullah Road  T.Nagar, T.Nagar",T.Nagar,63
9,117,"Hindiprasara Saba St  T.Nagar, T.Nagar",T.Nagar,17
9,117,"Krishna Street  T.Nagar, T.Nagar",T.Nagar,9
9,117,"Lakshmi Colony  T.Nagar, T.Nagar",T.Nagar,15
9,117,"M.K.Radha Nagar  Nakeeran Nagar Slum, Teynampet",Teynampet,9
9,117,"Mambalam High Road  Lala Thottam, T.Nagar",T.Nagar,19
9,117,"Melony Road  T.Nagar, T.Nagar",T.Nagar,11
9,117,"Nakkerran Nagar  T.Nagar, T.Nagar",T.Nagar,28
9,117,"Neelakanda Metha St  T.Nagar, T.Nagar",T.Nagar,12
9,117,"New Giri Road  T.Nagar, T.Nagar",T.Nagar,11
9,117,"North Crescent Road  T.Nagar, T.Nagar",T.Nagar,20
9,117,"North Ushman Road  T.Nagar, T.Nagar",T.Nagar,25
9,117,"Paul Appasamy Street  T.Nagar, T.Nagar",T.Nagar,6
9,117,"Rajan Street  Partha Sarathy Puram, T.Nagar",T.Nagar,11
9,117,"Ramakamathpuram Main Road  Ramakamathpuram, T.Nagar",T.Nagar,8
9,117,"Ramakamathpuram Osa Block  Ramakamathpuram, T.Nagar",T.Nagar,10
9,117,"Ramakamathpuram Rst Block  Ramakamathpuram, T.Nagar",T.Nagar,3
9,117,"Ramakrishna Street  Partha Sarathy Puram, T.Nagar",T.Nagar,8
9,117,"Raman Street  T.Nagar, T.Nagar",T.Nagar,6
9,117,"Sambandam Road  T.Nagar, T.Nagar",T.Nagar,4
9,117,"Sarangapani Street  Partha Sarathy Puram, T.Nagar",T.Nagar,19
9,117,"Sarathi Street  Partha Sarathy Puram, T.Nagar",T.Nagar,5
9,117,"Saravana Streeet  T.Nagar, T.Nagar",T.Nagar,12
9,117,"Sir Theyagaraya Road  T.Nagar, T.Nagar",T.Nagar,57
9,117,"Sivasailam Street  Partha Sarathy Puram, T.Nagar",T.Nagar,2
9,117,"Sivashanmugapuram  T.Nagar, T.Nagar",T.Nagar,9
9,117,"Thanikachalam Road  T.Nagar, T.Nagar",T.Nagar,40
9,117,"Theyagaraya Road  T.Nagar, T.Nagar",T.Nagar,52
9,117,"Thilak St Extn.  Partha Sarathy Puram, T.Nagar",T.Nagar,4
9,117,"Thilak Street  Partha Sarathy Puram, T.Nagar",T.Nagar,12
9,117,"Thiru.Vi.Ka. Kudiyiruppu  Teynampet, Teynampet",Teynampet,35
9,117,"Thirumalai Pillai Road  T.Nagar, T.Nagar",T.Nagar,24
9,117,"Thirumalaipillai Lane  Partha Sarathy Puram, T.Nagar",T.Nagar,6
9,117,"Thirumurthy Street  Partha Sarathy Puram, T.Nagar",T.Nagar,20
9,117,"Thiyagaraya Gramani St  Partha Sarathy Puram, T.Nagar",T.Nagar,13
9,117,"Unnamalai Amman Street  Partha Sarathy Puram, T.Nagar",T.Nagar,12
9,117,"V.V Koil Street  Teynampet, Teynampet",Teynampet,42
9,117,"Vaidyaraman Street  T.Nagar, T.Nagar",T.Nagar,10
9,117,"Valmigi Street  T.Nagar, T.Nagar",T.Nagar,9
9,117,"Venkat Narayana Road(Anna Salai To Burkit Road Jn)  T.Nagar, T.Nagar",T.Nagar,56
9,117,"Vijayaraghava 1st Street  T.Nagar, T.Nagar",T.Nagar,5
9,117,"Vijayaraghava Road  T.Nagar, T.Nagar",T.Nagar,27
9,117,"Vivekananda Street  Partha Sarathy Puram, T.Nagar",T.Nagar,9
9,118,"Ambujambal Street  Teynampet, Teynampet",Teynampet,6
9,118,"Ammaiappan Lane  Royapettah, Royapettah",Royapettah,3
9,118,"Ammaiappan Street  Royapettah, Royapettah",Royapettah,8
9,118,"Anna Salai  Teynampet, Teynampet",Teynampet,138
9,118,"Anna Salai From Teynampet Signal To Kamarajar Arangam  Teynampet, Teynampet",Teynampet,21
9,118,"Avvai Shanmugam Salai  Gopalapuram, Gopalapuram",Gopalapuram,26
9,118,"Avvai Shanmugam Salai Lane  Royapettah, Royapettah",Royapettah,4
9,118,"Babu Street  Teynampet, Teynampet",Teynampet,7
9,118,"Bashyam Basheer Ahamed Road  Teynampet, Teynampet",Teynampet,7
9,118,"Beerkaran  1st Street  Teynampet, Teynampet",Teynampet,6
9,118,"Beerkaran 1 St Cross Street  Teynampet, Teynampet",Teynampet,3
9,118,"Beerkaran 3rd Cross Street  Teynampet, Teynampet",Teynampet,2
9,118,"Besant Road  Royapettah, Royapettah",Royapettah,8
9,118,"Cathdral Lane  Teynampet, Teynampet",Teynampet,3
9,118,"Cathidral Road  Teynampet, Teynampet",Teynampet,60
9,118,"Chockalingam Nagar Main Road  Chockalingam Nagar, Teynampet",Teynampet,15
9,118,"Chokkalingam Colony  Ii Cross Street  Teynampet, Teynampet",Teynampet,1
9,118,"Chokkalingam Colony  Main Road  Teynampet, Teynampet",Teynampet,6
9,118,"Damodharan Street  Gopalapuram, Thousand Lights",Thousand Lights,10
9,118,"Elango Salai  Anna Salai, Teynampet",Teynampet,6
9,118,"Elango Salai Cross Street  Vanavil Anna Salai, Teynampet",Teynampet,6
9,118,"Eldams Road  Teynampet, Teynampet",Teynampet,65
9,118,"Ellaiamman  Colony 2nd Cross Street  Ellaiamman  Colony, Teynampet",Teynampet,2
9,118,"Ellaiamman  Colony 4th Cross Street  Ellaiamman  Colony, Teynampet",Teynampet,2
9,118,"Ellaiamman  Colony 5 Th Cross Street  Ellaiamman  Colony, Teynampet",Teynampet,2
9,118,"Ellaiamman  Colony I St Cross Street  Teynampet, Teynampet",Teynampet,4
9,118,"Ellaiamman Colony Main Road  Poes Garden, Teynampet",Teynampet,9
9,118,"Ellari Street  Gopalapuram, Thousand Lights",Thousand Lights,12
9,118,"G.N. ( C ) Road  T.Nagar, T.Nagar",T.Nagar,17
9,118,"Galiliyapuram  Teynampet, Teynampet",Teynampet,3
9,118,"Ganapathi Colony 2nd Street  Royapettah, Royapettah",Royapettah,5
9,118,"Ganapathy Colony I Street  Royapettah, Royapettah",Royapettah,56
9,118,"Ganapathy Colony Ii Street  Royapettah, Royapettah",Royapettah,7
9,118,"Ganapathy Street  Gopalapuram, Gopalapuram",Gopalapuram,4
9,118,"George Avenue  Poes Garden, Teynampet",Teynampet,3
9,118,"Gopalapuram 1st Street  Gopalapuram, Thousand Lights",Thousand Lights,1
9,118,"Govarthan Street  Royapettah, Royapettah",Royapettah,3
9,118,"Gowdia Mutt Lane  Royapettah, Royapettah",Royapettah,1
9,118,"Gowdia Mutt Road  Royapettah, Royapettah",Royapettah,19
9,118,"Iyya Street  Royapettah, Royapettah",Royapettah,5
9,118,"J.J Road  Teynampet, Teynampet",Teynampet,20
9,118,"Jayammal Street  Anna Salai, Teynampet",Teynampet,8
9,118,"Kanakasree Nagar  Teynampet, Teynampet",Teynampet,3
9,118,"Kashuri Ranga Road  Teynampet, Teynampet",Teynampet,4
9,118,"Kasthuri Estate I Street  Poes Garden, Teynampet",Teynampet,9
9,118,"Kasthuri Estate Ii Street  Poes Garden, Teynampet",Teynampet,8
9,118,"Kasthuri Estate Iii Street  Teynampet, Teynampet",Teynampet,6
9,118,"Maharaja Surya Road  Teynampet, Teynampet",Teynampet,18
9,118,"Maharani Chinnammal Street  Teynampet, Teynampet",Teynampet,6
9,118,"Mariyappan Street  Teynampet, Teynampet",Teynampet,7
9,118,"Mayor Sundar Rao Road  Teynampet, Teynampet",Teynampet,10
9,118,"Mudaliandan Street  Teynampet, Teynampet",Teynampet,10
9,118,"Murrays Gate Road  Poes Garden, Teynampet",Teynampet,1
9,118,"Muthiah Street  Teynampet, Teynampet",Teynampet,22
9,118,"Muthu Lane  Royapettah, Royapettah",Royapettah,1
9,118,"Muthu Street  Royapettah, Royapettah",Royapettah,5
9,118,"Nallan Street  Teynampet, Teynampet",Teynampet,6
9,118,"Nattu Muthu Street  Anna  Salai Vanavil, Teynampet",Teynampet,12
9,118,"North Gopalapuram I Street  Royapettah, Royapettah",Royapettah,2
9,118,"North Gopalapuram Ii Street  Royapettah, Royapettah",Royapettah,5
9,118,"Parthasarathy Garden  Teynampet, Teynampet",Teynampet,21
9,118,"Parthasarathy Pettai  Teynampet, Teynampet",Teynampet,17
9,118,"Peters Road  Royapettah, Royapettah",Royapettah,49
9,118,"Pillaiyar Koil Lane  Teynampet, Teynampet",Teynampet,4
9,118,"Pillaiyar Koil Street  Teynampet, Teynampet",Teynampet,12
9,118,"Pirasanna Vinayagar Koil 1st Street  Gopalapuram, Gopalapuram",Gopalapuram,7
9,118,"Pirasanna Vinayagar Koil 3rd Street  Gopalapuram, Gopalapuram",Gopalapuram,1
9,118,"Pirasanna Vinayagar Koil Iind Street  Gopalapuram, Gopalapuram",Gopalapuram,2
9,118,"Poes Garden  Cathadral Road, Teynampet",Teynampet,63
9,118,"Poes Road  Venus Colony, Teynampet",Teynampet,25
9,118,"Poes Road Iii Street  Venus Colony, Teynampet",Teynampet,4
9,118,"Poes Road Iind Street  Venus Colony, Teynampet",Teynampet,6
9,118,"Poes Road Ist Street  Venus Colony, Teynampet",Teynampet,7
9,118,"Poes Road Ivth Street  Venus Colony, Teynampet",Teynampet,13
9,118,"Ponnusamy Street  Royapettah, Royapettah",Royapettah,6
9,118,"Pudupet Garden Lane  Gopalapuram, Gopalapuram",Gopalapuram,12
9,118,"Pudupet Garden Street  Gopalapuram, Gopalapuram",Gopalapuram,13
9,118,"Raghavaveera Avenue  Poes Garden, Teynampet",Teynampet,5
9,118,"Rajakrishnarao Road  Venus Colony, Teynampet",Teynampet,10
9,118,"Ramasamy Street  Gopalapuram, Gopalapuram",Gopalapuram,6
9,118,"Rathinam Street  Royapettah, Royapettah",Royapettah,2
9,118,"Reboria Street  Royapettah, Royapettah",Royapettah,2
9,118,"Sadasivam Street  Royapettah, Royapettah",Royapettah,16
9,118,"Scheme Road (Anna Salai)  Teynampet, Teynampet",Teynampet,10
9,118,"Scheme Road (Ellaiamman Colony)  Poes Garden, Teynampet",Teynampet,7
9,118,"Seshadri Road  Teynampet, Teynampet",Teynampet,60
9,118,"Shanmugam Street  Royapettah, Royapettah",Royapettah,3
9,118,"Sivasankaran Salai  Teynampet, Teynampet",Teynampet,5
9,118,"Sriman Srinivasan Road  Teynampet, Teynampet",Teynampet,20
9,118,"Srinivasaperumal Sannathi I Street  Royapettah, Royapettah",Royapettah,5
9,118,"Srinivasaperumal Sannathi Ii Street  Royapettah, Royapettah",Royapettah,30
9,118,"Sundareswarar Koil Street  Royapettah, Royapettah",Royapettah,6
9,118,"T.T.K Road  Teynampet, Teynampet",Teynampet,71
9,118,"Thandavarayan Street  Royapettah, Royapettah",Royapettah,4
9,118,"Thayar Street  Chepauk, Chepauk",Chepauk,1
9,118,"Thomaiappan Street  Royapettah, Royapettah",Royapettah,3
9,118,"V.V Koil Lane  Teynampet, Teynampet",Teynampet,2
9,118,"V.V Koil Street  Teynampet, Teynampet",Teynampet,11
9,118,"Varatharajapuram Main Road  Venus Colony, Teynampet",Teynampet,15
9,118,"Veenus Colony I Street  Poes Garden, Teynampet",Teynampet,8
9,118,"Venkatarathinam Salai  Venus Colony, Teynampet",Teynampet,3
9,118,"Venus Colony Iind Street  Poes Garden, Teynampet",Teynampet,14
9,118,"West End Street  Gopalapuram, Thousand Lights",Thousand Lights,4
9,118,"Xavier Street  Teynampet, Teynampet",Teynampet,8
9,118,"Yakali  1st Street  Teynampet, Teynampet",Teynampet,7
9,118,"Yakali 2nd Street  Teynampet, Teynampet",Teynampet,4
9,119,"Antony  Street  Royapettah, Royapettah",Royapettah,8
9,119,"Appakannu Lane  Royapettah, Royapettah",Royapettah,5
9,119,"Appakannu Street  Royapettah, Royapettah",Royapettah,16
9,119,"Avvai Shanmugam Salai  Gopalapuram, Gopalapuram",Gopalapuram,1
9,119,"Avvai Shanmugam Salai  Royapettah, Royapettah",Royapettah,34
9,119,"Avvai Shanmugam Salai 1st Lane  Royapettah, Royapettah",Royapettah,9
9,119,"Avvai Shanmugam Salai 2nd Lane  Royapettah, Royapettah",Royapettah,3
9,119,"Balaji Nagar 1st. Street  Balaji Nagar, Royapettah",Royapettah,11
9,119,"Balaji Nagar 2nd Street  Balaji Nagar, Royapettah",Royapettah,11
9,119,"Balaji Nagar 3rd Street  Balaji Nagar, Royapettah",Royapettah,6
9,119,"Balaji Nagar 4th Street  Balaji Nagar, Royapettah",Royapettah,15
9,119,"Begum 1st Street  Royapettah, Royapettah",Royapettah,4
9,119,"Begum 2nd Street  Royapettah, Royapettah",Royapettah,2
9,119,"Begum 3rd Street  Royapettah, Royapettah",Royapettah,8
9,119,"Begum 4th Street  Royapettah, Royapettah",Royapettah,6
9,119,"Begum 5th Street  Royapettah, Royapettah",Royapettah,12
9,119,"Begum Main Road  Royapettah, Royapettah",Royapettah,9
9,119,"Bishop Wallers Avenue (East)  Bishop Wallaers Avenue, Mylapore",Mylapore,16
9,119,"Bishop Wallers Avenue (South)  Bishop Wallaers Avenue, Mylapore",Mylapore,8
9,119,"Bishop Wallers Avenue (West)  Bishop Wallaers Avenue, Mylapore",Mylapore,12
9,119,"C.I.T. Colony 1st Cross Street  Cit Colony, Mylapore",Mylapore,10
9,119,"C.I.T. Colony 1st Link Street  Cit Colony, Mylapore",Mylapore,6
9,119,"C.I.T. Colony 1st Main Road  Cit Colony, Mylapore",Mylapore,27
9,119,"C.I.T. Colony 2nd Cross Street  Cit Colony, Mylapore",Mylapore,5
9,119,"C.I.T. Colony 2nd Link Street  Cit Colony, Mylapore",Mylapore,8
9,119,"C.I.T. Colony 2nd Main Road  Cit Colony, Mylapore",Mylapore,15
9,119,"C.I.T. Colony 3rd Cross Street  Cit Colony, Mylapore",Mylapore,6
9,119,"C.I.T. Colony 4th Cross Street  Cit Colony, Mylapore",Mylapore,5
9,119,"C.I.T. Colony 5th Cross Street  Cit Colony, Mylapore",Mylapore,8
9,119,"C.I.T. Colony 6th Cross Street  Cit Colony, Mylapore",Mylapore,11
9,119,"C.I.T. Colony Loop Street  Cit Colony, Mylapore",Mylapore,6
9,119,"Cellammal Garden  Royapettah, Royapettah",Royapettah,10
9,119,"Chanda Shahib Street  Royapettah, Royapettah",Royapettah,11
9,119,"Deivasigamani Road  Royapettah, Royapettah",Royapettah,8
9,119,"Dr. Besant Road  Royapettah, Royapettah",Royapettah,12
9,119,"Dr. Radhakrishnan Road  Mylapore, Mylapore",Mylapore,5
9,119,"Dr. Radhakrishnan Road 7th Street  Mylapore, Mylapore",Mylapore,9
9,119,"Dr. Radhakrishnan Road 8th Street  Mylapore, Mylapore",Mylapore,8
9,119,"Dr. Radhakrishnan Salai  Mylapore, Mylapore",Mylapore,39
9,119,"Gangai Amman Koil Lane  Royapettah, Royapettah",Royapettah,4
9,119,"Gangai Amman Koil Street  Royapettah, Royapettah",Royapettah,15
9,119,"Gowdia Mutt Lane  Royapettah, Royapettah",Royapettah,2
9,119,"Gowdia Mutt Road  Royapettah, Royapettah",Royapettah,17
9,119,"Hanumantha Lane  Royapettah, Royapettah",Royapettah,2
9,119,"Hanumantha Road  Royapettah, Royapettah",Royapettah,6
9,119,"Iyyam Perumal Street  Royapettah, Royapettah",Royapettah,14
9,119,"Jegadhambal Colony 1st Street  Jagathambal Colony, Mylapore",Mylapore,4
9,119,"Jegadhambal Colony 2nd Colony  Jagathambal Colony, Mylapore",Mylapore,5
9,119,"Judge Jumbulingam Road  Mylapore, Mylapore",Mylapore,14
9,119,"Kalinga Rayan Street  Royapettah, Royapettah",Royapettah,25
9,119,"Kasim Street  Royapettah, Royapettah",Royapettah,6
9,119,"Kolai Karanpet Iind Lane  Royapettah, Royapettah",Royapettah,2
9,119,"Kolai Karanpet Ist Lane  Royapettah, Royapettah",Royapettah,3
9,119,"Lakshmipuram 1st Streeet  Lakshmipuram, Royapettah",Royapettah,3
9,119,"Lakshmipuram 2nd Street  Lakshmipuram, Royapettah",Royapettah,2
9,119,"Lakshmipuram 3rd Street  Lakshmipuram, Royapettah",Royapettah,3
9,119,"Lakshmipuram Main Road  Lakshmipuram, Royapettah",Royapettah,5
9,119,"Lakshmipuram Sannathi Street  Lakshmipuram, Royapettah",Royapettah,1
9,119,"Lalithapuram Street  Srilalithapuram, Royapettah",Royapettah,5
9,119,"Leonard Street  Royapettah, Royapettah",Royapettah,5
9,119,"Masilamani Road  Royapettah, Royapettah",Royapettah,17
9,119,"Mavadi Vinayagar Koil Street  Royapettah, Royapettah",Royapettah,9
9,119,"Mayor Sivaraj Street  Royapettah, Royapettah",Royapettah,8
9,119,"Musiri Subramanian Salai Lane  Mylapore, Mylapore",Mylapore,7
9,119,"Mustura Begum Pettah Street  Royapettah, Royapettah",Royapettah,9
9,119,"Muthiah Mudali Garden Street(Including Huts)  Royapettah, Royapettah",Royapettah,12
9,119,"Mylapooran Street  Royapettah, Royapettah",Royapettah,5
9,119,"Nallanna Mudali Lane  Royapettah, Royapettah",Royapettah,4
9,119,"Nallanna Mudali Street  Royapettah, Royapettah",Royapettah,17
9,119,"Periya Malaiyappan Street  Royapettah, Royapettah",Royapettah,6
9,119,"Pertho Street  Royapettah, Royapettah",Royapettah,3
9,119,"Peters Road  Royapettah, Royapettah",Royapettah,40
9,119,"Pilot Lane  Royapettah, Royapettah",Royapettah,7
9,119,"Pooramprakashrao Road  Royapettah, Royapettah",Royapettah,13
9,119,"Pudupet Garden Street  Gopalapuram, Gopalapuram",Gopalapuram,1
9,119,"Ramarao Garden 1st Street  Royapettah, Royapettah",Royapettah,3
9,119,"Ramarao Garden 2nd Street  Royapettah, Royapettah",Royapettah,4
9,119,"Ramarao Garden 3rd Street  Royapettah, Royapettah",Royapettah,6
9,119,"Saiva Muthiah Mudali 1st Street  Royapettah, Royapettah",Royapettah,3
9,119,"Saiva Muthiah Mudali 2nd Street  Royapettah, Royapettah",Royapettah,3
9,119,"Saiva Muthiah Mudali 3rd Street  Royapettah, Royapettah",Royapettah,2
9,119,"Saiva Muthiah Mudali 4th Street  Royapettah, Royapettah",Royapettah,1
9,119,"Saiva Muthiah Mudali 5th Street  Royapettah, Royapettah",Royapettah,6
9,119,"Saiva Muthiah Mudali 6th Street  Triplicane, Triplicane",Triplicane,11
9,119,"Santhaveli 1st Street  Mylapore, Mylapore",Mylapore,3
9,119,"Santhaveli 2nd Street  Mylapore, Mylapore",Mylapore,4
9,119,"Santhaveli 4th Street  Mylapore, Mylapore",Mylapore,4
9,119,"Sir. P.S.Sivasamy Salai  Mylapore, Mylapore",Mylapore,16
9,119,"Sri Krishnapuram Street  Sri Krishnapuram, Royapettah",Royapettah,6
9,119,"Sri Puram 1st Street  Sripuram, Royapettah",Royapettah,8
9,119,"Sripuram 2nd Street  Sripuram, Royapettah",Royapettah,5
9,119,"Sripuram Lane  Sripuram, Royapettah",Royapettah,3
9,119,"St. Ebbas Avenue  Mylapore, Mylapore",Mylapore,4
9,119,"Subba Rao Avenue  Royapettah, Royapettah",Royapettah,3
9,119,"T.T.K Road  Teynampet, Teynampet",Teynampet,25
9,119,"T.T.Krishnamachari Salai  Royapettah, Royapettah",Royapettah,16
9,119,"THIRU. VI. KA SALAI  Royapettah, Royapettah",Royapettah,42
9,119,"THIRU. VI. KA SALAI  Sripuram, Royapettah",Royapettah,22
9,119,"Teachers Colony  Teachers Colony, Mylapore",Mylapore,4
9,119,"Thippu Street  Royapettah, Royapettah",Royapettah,12
9,119,"Vathiyar Chinnaiya Pillai Street  Royapettah, Royapettah",Royapettah,6
9,119,"Venkatachalam 2nd Lane  Royapettah, Royapettah",Royapettah,6
9,119,"Venkatachalam Street  Mylapore, Mylapore",Mylapore,33
9,120,"Avvai Shanmugam Salai (Alias) Llyods Road  Royapettah, Royapettah",Royapettah,18
9,120,"Dr. Besant Road  Royapettah, Royapettah",Royapettah,12
9,120,"Dr. Besant Road  Triplicane, Triplicane",Triplicane,29
9,120,"Dr. Besant School Road  Triplicane, Triplicane",Triplicane,3
9,120,"Dr. Natesan Ist Lane  Triplicane, Triplicane",Triplicane,6
9,120,"Dr.Natesan Road  Triplicane, Triplicane",Triplicane,24
9,120,"E Depot Lane  Triplicane, Triplicane",Triplicane,2
9,120,"E Deppo Street  Triplicane, Triplicane",Triplicane,6
9,120,"Elephant Tank 1st Street  Royapettah, Royapettah",Royapettah,4
9,120,"Elephant Tank 2nd Street  Royapettah, Royapettah",Royapettah,9
9,120,"Elephant Tank 3rd Street  Royapettah, Royapettah",Royapettah,1
9,120,"Elephant Tank 4th Street  Royapettah, Royapettah",Royapettah,1
9,120,"Elephant Tank 6th Street  Royapettah, Royapettah",Royapettah,7
9,120,"Gajabathy Lala Street  Triplicane, Triplicane",Triplicane,18
9,120,"Gajapathy 1st lane  Triplicane, Triplicane",Triplicane,8
9,120,"Gajapathy Iind Lane  Triplicane, Triplicane",Triplicane,2
9,120,"Hanumandhapuram Main Street  Triplicane, Triplicane",Triplicane,11
9,120,"Hanumandhapuram Slum 1 To 5 Lanes  Krishanapet, Triplicane",Triplicane,4
9,120,"Irusappa Gramani Street  Triplicane, Triplicane",Triplicane,17
9,120,"Irusappan 1st Lane  Triplicane, Triplicane",Triplicane,3
9,120,"Irusappan 2nd Lane  Triplicane, Triplicane",Triplicane,1
9,120,"Jawagar Hussain 1st Street  Royapettah, Royapettah",Royapettah,8
9,120,"Jawagar Hussain 2nd Street  Royapettah, Royapettah",Royapettah,4
9,120,"Jawagar Hussain 4th Street  Royapettah, Royapettah",Royapettah,4
9,120,"Jawagar Hussain 5th Street  Royapettah, Royapettah",Royapettah,2
9,120,"Jawagar Hussain 6th Street  Royapettah, Royapettah",Royapettah,2
9,120,"Jawahar Hussain Khan 3rd Street  Royapettah, Royapettah",Royapettah,5
9,120,"Jawahar Hussan Khan Cross Street  Royapettah, Royapettah",Royapettah,4
9,120,"Kamarajar Salai  Triplicane, Triplicane",Triplicane,47
9,120,"Kandappan Street  Krishanapet, Triplicane",Triplicane,6
9,120,"Lloyds Colony A To G Block  Lloyds Colony, Royapettah",Royapettah,10
9,120,"Lloyds Colony La To Lr, Lg, Lp Block Road  Lloyds Colony, Royapettah",Royapettah,1
9,120,"Lloyds Colony Main Road  Lloyds Colony, Royapettah",Royapettah,15
9,120,"Lloyds Colony Rl, Rm, Rp Block Road  Lloyds Colony, Royapettah",Royapettah,9
9,120,"Mohammed Hussain Khan Street  Royapettah, Royapettah",Royapettah,4
9,120,"Munusamy Nagar (Gajabathy Lala Garden)  Triplicane, Triplicane",Triplicane,2
9,120,"Murugappa Mudali Street  Triplicane, Triplicane",Triplicane,9
9,120,"Muthiah Mudali  Street  Royapettah, Royapettah",Royapettah,12
9,120,"Muthiah Mudali 1st Street  Royapettah, Royapettah",Royapettah,4
9,120,"Muthiah Mudali 2nd Street  Royapettah, Royapettah",Royapettah,10
9,120,"Muthiah Mudali Garden Street(Including Huts)  Royapettah, Royapettah",Royapettah,17
9,120,"Nadukuppam 1st Street  Triplicane, Triplicane",Triplicane,3
9,120,"Nadukuppam 2nd Street  Triplicane, Triplicane",Triplicane,5
9,120,"Nadukuppam 3rd Street  Nadukuppam, Triplicane",Triplicane,4
9,120,"Nadukuppam 4th Street  Nadukuppam, Triplicane",Triplicane,3
9,120,"Nadukuppam 6th Street  Nadukuppam, Triplicane",Triplicane,3
9,120,"Nadukuppam 7th Street  Nadukuppam, Triplicane",Triplicane,4
9,120,"Nadukuppam 8th Street  Nadukuppam, Triplicane",Triplicane,7
9,120,"Nammalvar Street  Triplicane, Triplicane",Triplicane,5
