City,Result,Cause of accident,Type
LUCKNOW,1.0,Lack of Road Infrastructure,Cases
LUCKNOW,1.0,Lack of Road Infrastructure,Injured
LUCKNOW,0.0,Lack of Road Infrastructure,Died
LUCKNOW,2.0,Vehicles parked at road  Shoulders,Cases
LUCKNOW,2.0,Vehicles parked at road  Shoulders,Injured
LUCKNOW,0.0,Vehicles parked at road  Shoulders,Died
LUCKNOW,25.0,Causes Not Known,Cases
LUCKNOW,13.0,Causes Not Known,Injured
LUCKNOW,2.0,Causes Not Known,Died
LUDHIANA,105.0,Careless driving/overtaking,Cases
LUDHIANA,55.0,Careless driving/overtaking,Injured
LUDHIANA,71.0,Careless driving/overtaking,Died
LUDHIANA,221.0,Over speeding,Cases
LUDHIANA,120.0,Over speeding,Injured
LUDHIANA,150.0,Over speeding,Died
LUDHIANA,3.0,DUI,Cases
LUDHIANA,1.0,DUI,Injured
LUDHIANA,2.0,DUI,Died
LUDHIANA,1.0,Physical Fatigue of Drivers,Cases
LUDHIANA,0.0,Physical Fatigue of Drivers,Injured
LUDHIANA,1.0,Physical Fatigue of Drivers,Died
LUDHIANA,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
LUDHIANA,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
LUDHIANA,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
LUDHIANA,13.0,Animal Crossing,Cases
LUDHIANA,4.0,Animal Crossing,Injured
LUDHIANA,14.0,Animal Crossing,Died
LUDHIANA,5.0,Weather Condition (Poor Visibility),Cases
LUDHIANA,1.0,Weather Condition (Poor Visibility),Injured
LUDHIANA,4.0,Weather Condition (Poor Visibility),Died
LUDHIANA,1.0,Weather Condition (Others Causes),Cases
LUDHIANA,0.0,Weather Condition (Others Causes),Injured
LUDHIANA,1.0,Weather Condition (Others Causes),Died
LUDHIANA,3.0,Lack of Road Infrastructure,Cases
LUDHIANA,0.0,Lack of Road Infrastructure,Injured
LUDHIANA,3.0,Lack of Road Infrastructure,Died
LUDHIANA,3.0,Vehicles parked at road  Shoulders,Cases
LUDHIANA,0.0,Vehicles parked at road  Shoulders,Injured
LUDHIANA,3.0,Vehicles parked at road  Shoulders,Died
LUDHIANA,5.0,Causes Not Known,Cases
LUDHIANA,0.0,Causes Not Known,Injured
LUDHIANA,5.0,Causes Not Known,Died
MADURAI,19.0,Careless driving/overtaking,Cases
MADURAI,25.0,Careless driving/overtaking,Injured
MADURAI,3.0,Careless driving/overtaking,Died
MADURAI,497.0,Over speeding,Cases
MADURAI,453.0,Over speeding,Injured
MADURAI,77.0,Over speeding,Died
MADURAI,14.0,DUI,Cases
MADURAI,21.0,DUI,Injured
MADURAI,1.0,DUI,Died
MADURAI,0.0,Physical Fatigue of Drivers,Cases
MADURAI,0.0,Physical Fatigue of Drivers,Injured
MADURAI,0.0,Physical Fatigue of Drivers,Died
MADURAI,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
MADURAI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
MADURAI,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
MADURAI,0.0,Animal Crossing,Cases
MADURAI,0.0,Animal Crossing,Injured
MADURAI,0.0,Animal Crossing,Died
MADURAI,0.0,Weather Condition (Poor Visibility),Cases
MADURAI,0.0,Weather Condition (Poor Visibility),Injured
MADURAI,0.0,Weather Condition (Poor Visibility),Died
MADURAI,0.0,Weather Condition (Others Causes),Cases
MADURAI,0.0,Weather Condition (Others Causes),Injured
MADURAI,0.0,Weather Condition (Others Causes),Died
MADURAI,0.0,Lack of Road Infrastructure,Cases
MADURAI,0.0,Lack of Road Infrastructure,Injured
MADURAI,0.0,Lack of Road Infrastructure,Died
MADURAI,0.0,Vehicles parked at road  Shoulders,Cases
MADURAI,0.0,Vehicles parked at road  Shoulders,Injured
MADURAI,0.0,Vehicles parked at road  Shoulders,Died
MADURAI,0.0,Causes Not Known,Cases
MADURAI,0.0,Causes Not Known,Injured
MADURAI,0.0,Causes Not Known,Died
MALAPPURAM,214.0,Careless driving/overtaking,Cases
MALAPPURAM,217.0,Careless driving/overtaking,Injured
MALAPPURAM,29.0,Careless driving/overtaking,Died
MALAPPURAM,379.0,Over speeding,Cases
MALAPPURAM,384.0,Over speeding,Injured
MALAPPURAM,64.0,Over speeding,Died
MALAPPURAM,6.0,DUI,Cases
MALAPPURAM,6.0,DUI,Injured
MALAPPURAM,0.0,DUI,Died
MALAPPURAM,5.0,Physical Fatigue of Drivers,Cases
MALAPPURAM,5.0,Physical Fatigue of Drivers,Injured
MALAPPURAM,0.0,Physical Fatigue of Drivers,Died
MALAPPURAM,4.0,Defect in Mechanical Condition of Motor Vehicle,Cases
MALAPPURAM,3.0,Defect in Mechanical Condition of Motor Vehicle,Injured
MALAPPURAM,1.0,Defect in Mechanical Condition of Motor Vehicle,Died
MALAPPURAM,1.0,Animal Crossing,Cases
MALAPPURAM,1.0,Animal Crossing,Injured
MALAPPURAM,0.0,Animal Crossing,Died
MALAPPURAM,0.0,Weather Condition (Poor Visibility),Cases
MALAPPURAM,0.0,Weather Condition (Poor Visibility),Injured
MALAPPURAM,0.0,Weather Condition (Poor Visibility),Died
MALAPPURAM,0.0,Weather Condition (Others Causes),Cases
MALAPPURAM,0.0,Weather Condition (Others Causes),Injured
MALAPPURAM,0.0,Weather Condition (Others Causes),Died
MALAPPURAM,0.0,Lack of Road Infrastructure,Cases
MALAPPURAM,0.0,Lack of Road Infrastructure,Injured
MALAPPURAM,0.0,Lack of Road Infrastructure,Died
MALAPPURAM,3.0,Vehicles parked at road  Shoulders,Cases
MALAPPURAM,5.0,Vehicles parked at road  Shoulders,Injured
MALAPPURAM,0.0,Vehicles parked at road  Shoulders,Died
MALAPPURAM,0.0,Causes Not Known,Cases
MALAPPURAM,0.0,Causes Not Known,Injured
MALAPPURAM,0.0,Causes Not Known,Died
MEERUT,172.0,Careless driving/overtaking,Cases
MEERUT,114.0,Careless driving/overtaking,Injured
MEERUT,76.0,Careless driving/overtaking,Died
MEERUT,155.0,Over speeding,Cases
MEERUT,106.0,Over speeding,Injured
MEERUT,53.0,Over speeding,Died
MEERUT,29.0,DUI,Cases
MEERUT,20.0,DUI,Injured
MEERUT,14.0,DUI,Died
MEERUT,0.0,Physical Fatigue of Drivers,Cases
MEERUT,0.0,Physical Fatigue of Drivers,Injured
MEERUT,0.0,Physical Fatigue of Drivers,Died
MEERUT,5.0,Defect in Mechanical Condition of Motor Vehicle,Cases
MEERUT,4.0,Defect in Mechanical Condition of Motor Vehicle,Injured
MEERUT,2.0,Defect in Mechanical Condition of Motor Vehicle,Died
MEERUT,2.0,Animal Crossing,Cases
MEERUT,1.0,Animal Crossing,Injured
MEERUT,1.0,Animal Crossing,Died
MEERUT,14.0,Weather Condition (Poor Visibility),Cases
MEERUT,10.0,Weather Condition (Poor Visibility),Injured
MEERUT,6.0,Weather Condition (Poor Visibility),Died
MEERUT,0.0,Weather Condition (Others Causes),Cases
MEERUT,0.0,Weather Condition (Others Causes),Injured
MEERUT,0.0,Weather Condition (Others Causes),Died
MEERUT,0.0,Lack of Road Infrastructure,Cases
MEERUT,0.0,Lack of Road Infrastructure,Injured
MEERUT,0.0,Lack of Road Infrastructure,Died
MEERUT,0.0,Vehicles parked at road  Shoulders,Cases
MEERUT,0.0,Vehicles parked at road  Shoulders,Injured
MEERUT,0.0,Vehicles parked at road  Shoulders,Died
MEERUT,0.0,Causes Not Known,Cases
MEERUT,0.0,Causes Not Known,Injured
MEERUT,0.0,Causes Not Known,Died
MUMBAI,259.0,Careless driving/overtaking,Cases
MUMBAI,42.0,Careless driving/overtaking,Injured
MUMBAI,259.0,Careless driving/overtaking,Died
MUMBAI,116.0,Over speeding,Cases
MUMBAI,13.0,Over speeding,Injured
MUMBAI,116.0,Over speeding,Died
MUMBAI,2.0,DUI,Cases
MUMBAI,4.0,DUI,Injured
MUMBAI,2.0,DUI,Died
MUMBAI,3.0,Physical Fatigue of Drivers,Cases
MUMBAI,0.0,Physical Fatigue of Drivers,Injured
MUMBAI,3.0,Physical Fatigue of Drivers,Died
MUMBAI,3.0,Defect in Mechanical Condition of Motor Vehicle,Cases
MUMBAI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
MUMBAI,3.0,Defect in Mechanical Condition of Motor Vehicle,Died
MUMBAI,1.0,Animal Crossing,Cases
MUMBAI,0.0,Animal Crossing,Injured
MUMBAI,1.0,Animal Crossing,Died
MUMBAI,0.0,Weather Condition (Poor Visibility),Cases
MUMBAI,0.0,Weather Condition (Poor Visibility),Injured
MUMBAI,0.0,Weather Condition (Poor Visibility),Died
MUMBAI,0.0,Weather Condition (Others Causes),Cases
MUMBAI,0.0,Weather Condition (Others Causes),Injured
MUMBAI,0.0,Weather Condition (Others Causes),Died
MUMBAI,0.0,Lack of Road Infrastructure,Cases
MUMBAI,0.0,Lack of Road Infrastructure,Injured
MUMBAI,0.0,Lack of Road Infrastructure,Died
MUMBAI,2.0,Vehicles parked at road  Shoulders,Cases
MUMBAI,0.0,Vehicles parked at road  Shoulders,Injured
MUMBAI,2.0,Vehicles parked at road  Shoulders,Died
MUMBAI,1.0,Causes Not Known,Cases
MUMBAI,0.0,Causes Not Known,Injured
MUMBAI,1.0,Causes Not Known,Died
NAGPUR,474.0,Careless driving/overtaking,Cases
NAGPUR,405.0,Careless driving/overtaking,Injured
NAGPUR,110.0,Careless driving/overtaking,Died
NAGPUR,397.0,Over speeding,Cases
NAGPUR,328.0,Over speeding,Injured
NAGPUR,107.0,Over speeding,Died
NAGPUR,19.0,DUI,Cases
NAGPUR,15.0,DUI,Injured
NAGPUR,7.0,DUI,Died
NAGPUR,0.0,Physical Fatigue of Drivers,Cases
NAGPUR,0.0,Physical Fatigue of Drivers,Injured
NAGPUR,0.0,Physical Fatigue of Drivers,Died
NAGPUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
NAGPUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
NAGPUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
NAGPUR,0.0,Animal Crossing,Cases
NAGPUR,0.0,Animal Crossing,Injured
NAGPUR,0.0,Animal Crossing,Died
NAGPUR,0.0,Weather Condition (Poor Visibility),Cases
NAGPUR,0.0,Weather Condition (Poor Visibility),Injured
NAGPUR,0.0,Weather Condition (Poor Visibility),Died
NAGPUR,0.0,Weather Condition (Others Causes),Cases
NAGPUR,0.0,Weather Condition (Others Causes),Injured
NAGPUR,0.0,Weather Condition (Others Causes),Died
NAGPUR,0.0,Lack of Road Infrastructure,Cases
NAGPUR,0.0,Lack of Road Infrastructure,Injured
NAGPUR,0.0,Lack of Road Infrastructure,Died
NAGPUR,0.0,Vehicles parked at road  Shoulders,Cases
NAGPUR,0.0,Vehicles parked at road  Shoulders,Injured
NAGPUR,0.0,Vehicles parked at road  Shoulders,Died
NAGPUR,0.0,Causes Not Known,Cases
NAGPUR,0.0,Causes Not Known,Injured
NAGPUR,0.0,Causes Not Known,Died
NASIK,41.0,Careless driving/overtaking,Cases
NASIK,0.0,Careless driving/overtaking,Injured
NASIK,45.0,Careless driving/overtaking,Died
NASIK,57.0,Over speeding,Cases
NASIK,0.0,Over speeding,Injured
NASIK,59.0,Over speeding,Died
NASIK,0.0,DUI,Cases
NASIK,0.0,DUI,Injured
NASIK,0.0,DUI,Died
NASIK,0.0,Physical Fatigue of Drivers,Cases
NASIK,0.0,Physical Fatigue of Drivers,Injured
NASIK,0.0,Physical Fatigue of Drivers,Died
NASIK,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
NASIK,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
NASIK,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
NASIK,0.0,Animal Crossing,Cases
NASIK,0.0,Animal Crossing,Injured
NASIK,0.0,Animal Crossing,Died
NASIK,0.0,Weather Condition (Poor Visibility),Cases
NASIK,0.0,Weather Condition (Poor Visibility),Injured
NASIK,0.0,Weather Condition (Poor Visibility),Died
NASIK,0.0,Weather Condition (Others Causes),Cases
NASIK,0.0,Weather Condition (Others Causes),Injured
NASIK,0.0,Weather Condition (Others Causes),Died
NASIK,0.0,Lack of Road Infrastructure,Cases
NASIK,0.0,Lack of Road Infrastructure,Injured
NASIK,0.0,Lack of Road Infrastructure,Died
NASIK,0.0,Vehicles parked at road  Shoulders,Cases
NASIK,0.0,Vehicles parked at road  Shoulders,Injured
NASIK,0.0,Vehicles parked at road  Shoulders,Died
NASIK,0.0,Causes Not Known,Cases
NASIK,0.0,Causes Not Known,Injured
NASIK,0.0,Causes Not Known,Died
PATNA,101.0,Careless driving/overtaking,Cases
PATNA,24.0,Careless driving/overtaking,Injured
PATNA,86.0,Careless driving/overtaking,Died
PATNA,157.0,Over speeding,Cases
PATNA,118.0,Over speeding,Injured
PATNA,40.0,Over speeding,Died
PATNA,42.0,DUI,Cases
PATNA,78.0,DUI,Injured
PATNA,4.0,DUI,Died
PATNA,0.0,Physical Fatigue of Drivers,Cases
PATNA,0.0,Physical Fatigue of Drivers,Injured
PATNA,0.0,Physical Fatigue of Drivers,Died
PATNA,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
PATNA,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
PATNA,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
PATNA,0.0,Animal Crossing,Cases
PATNA,0.0,Animal Crossing,Injured
PATNA,0.0,Animal Crossing,Died
PATNA,73.0,Weather Condition (Poor Visibility),Cases
PATNA,23.0,Weather Condition (Poor Visibility),Injured
PATNA,51.0,Weather Condition (Poor Visibility),Died
PATNA,0.0,Weather Condition (Others Causes),Cases
PATNA,0.0,Weather Condition (Others Causes),Injured
PATNA,0.0,Weather Condition (Others Causes),Died
PATNA,0.0,Lack of Road Infrastructure,Cases
PATNA,0.0,Lack of Road Infrastructure,Injured
PATNA,0.0,Lack of Road Infrastructure,Died
PATNA,0.0,Vehicles parked at road  Shoulders,Cases
PATNA,0.0,Vehicles parked at road  Shoulders,Injured
PATNA,0.0,Vehicles parked at road  Shoulders,Died
PATNA,0.0,Causes Not Known,Cases
PATNA,0.0,Causes Not Known,Injured
PATNA,0.0,Causes Not Known,Died
PUNE,52.0,Careless driving/overtaking,Cases
PUNE,13.0,Careless driving/overtaking,Injured
PUNE,51.0,Careless driving/overtaking,Died
PUNE,75.0,Over speeding,Cases
PUNE,11.0,Over speeding,Injured
PUNE,65.0,Over speeding,Died
PUNE,6.0,DUI,Cases
PUNE,0.0,DUI,Injured
PUNE,6.0,DUI,Died
PUNE,0.0,Physical Fatigue of Drivers,Cases
PUNE,0.0,Physical Fatigue of Drivers,Injured
PUNE,0.0,Physical Fatigue of Drivers,Died
PUNE,5.0,Defect in Mechanical Condition of Motor Vehicle,Cases
PUNE,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
PUNE,5.0,Defect in Mechanical Condition of Motor Vehicle,Died
PUNE,1.0,Animal Crossing,Cases
PUNE,0.0,Animal Crossing,Injured
PUNE,1.0,Animal Crossing,Died
PUNE,0.0,Weather Condition (Poor Visibility),Cases
PUNE,0.0,Weather Condition (Poor Visibility),Injured
PUNE,0.0,Weather Condition (Poor Visibility),Died
PUNE,3.0,Weather Condition (Others Causes),Cases
PUNE,0.0,Weather Condition (Others Causes),Injured
PUNE,3.0,Weather Condition (Others Causes),Died
PUNE,4.0,Lack of Road Infrastructure,Cases
PUNE,0.0,Lack of Road Infrastructure,Injured
PUNE,4.0,Lack of Road Infrastructure,Died
PUNE,0.0,Vehicles parked at road  Shoulders,Cases
PUNE,0.0,Vehicles parked at road  Shoulders,Injured
PUNE,0.0,Vehicles parked at road  Shoulders,Died
PUNE,3.0,Causes Not Known,Cases
PUNE,0.0,Causes Not Known,Injured
PUNE,2.0,Causes Not Known,Died
RAIPUR,24.0,Careless driving/overtaking,Cases
RAIPUR,14.0,Careless driving/overtaking,Injured
RAIPUR,8.0,Careless driving/overtaking,Died
RAIPUR,690.0,Over speeding,Cases
RAIPUR,410.0,Over speeding,Injured
RAIPUR,107.0,Over speeding,Died
RAIPUR,4.0,DUI,Cases
RAIPUR,3.0,DUI,Injured
RAIPUR,0.0,DUI,Died
RAIPUR,12.0,Physical Fatigue of Drivers,Cases
RAIPUR,5.0,Physical Fatigue of Drivers,Injured
RAIPUR,1.0,Physical Fatigue of Drivers,Died
RAIPUR,31.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RAIPUR,24.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RAIPUR,2.0,Defect in Mechanical Condition of Motor Vehicle,Died
RAIPUR,18.0,Animal Crossing,Cases
RAIPUR,8.0,Animal Crossing,Injured
RAIPUR,2.0,Animal Crossing,Died
RAIPUR,0.0,Weather Condition (Poor Visibility),Cases
RAIPUR,0.0,Weather Condition (Poor Visibility),Injured
RAIPUR,0.0,Weather Condition (Poor Visibility),Died
RAIPUR,0.0,Weather Condition (Others Causes),Cases
RAIPUR,0.0,Weather Condition (Others Causes),Injured
RAIPUR,0.0,Weather Condition (Others Causes),Died
RAIPUR,17.0,Lack of Road Infrastructure,Cases
RAIPUR,13.0,Lack of Road Infrastructure,Injured
RAIPUR,1.0,Lack of Road Infrastructure,Died
RAIPUR,24.0,Vehicles parked at road  Shoulders,Cases
RAIPUR,18.0,Vehicles parked at road  Shoulders,Injured
RAIPUR,4.0,Vehicles parked at road  Shoulders,Died
RAIPUR,87.0,Causes Not Known,Cases
RAIPUR,34.0,Causes Not Known,Injured
RAIPUR,34.0,Causes Not Known,Died
RAJKOT,0.0,Careless driving/overtaking,Cases
RAJKOT,0.0,Careless driving/overtaking,Injured
RAJKOT,0.0,Careless driving/overtaking,Died
RAJKOT,432.0,Over speeding,Cases
RAJKOT,324.0,Over speeding,Injured
RAJKOT,138.0,Over speeding,Died
RAJKOT,0.0,DUI,Cases
RAJKOT,0.0,DUI,Injured
RAJKOT,0.0,DUI,Died
RAJKOT,0.0,Physical Fatigue of Drivers,Cases
RAJKOT,0.0,Physical Fatigue of Drivers,Injured
RAJKOT,0.0,Physical Fatigue of Drivers,Died
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
RAJKOT,0.0,Animal Crossing,Cases
RAJKOT,0.0,Animal Crossing,Injured
RAJKOT,0.0,Animal Crossing,Died
RAJKOT,0.0,Weather Condition (Poor Visibility),Cases
RAJKOT,0.0,Weather Condition (Poor Visibility),Injured
RAJKOT,0.0,Weather Condition (Poor Visibility),Died
RAJKOT,0.0,Weather Condition (Others Causes),Cases
RAJKOT,0.0,Weather Condition (Others Causes),Injured
RAJKOT,0.0,Weather Condition (Others Causes),Died
RAJKOT,0.0,Lack of Road Infrastructure,Cases
RAJKOT,0.0,Lack of Road Infrastructure,Injured
RAJKOT,0.0,Lack of Road Infrastructure,Died
RAJKOT,0.0,Vehicles parked at road  Shoulders,Cases
RAJKOT,0.0,Vehicles parked at road  Shoulders,Injured
RAJKOT,0.0,Vehicles parked at road  Shoulders,Died
RAJKOT,0.0,Causes Not Known,Cases
RAJKOT,0.0,Causes Not Known,Injured
RAJKOT,0.0,Causes Not Known,Died
RANCHI,0.0,Careless driving/overtaking,Cases
RANCHI,0.0,Careless driving/overtaking,Injured
RANCHI,0.0,Careless driving/overtaking,Died
RANCHI,154.0,Over speeding,Cases
RANCHI,101.0,Over speeding,Injured
RANCHI,98.0,Over speeding,Died
RANCHI,44.0,DUI,Cases
RANCHI,25.0,DUI,Injured
RANCHI,44.0,DUI,Died
RANCHI,49.0,Physical Fatigue of Drivers,Cases
RANCHI,18.0,Physical Fatigue of Drivers,Injured
RANCHI,22.0,Physical Fatigue of Drivers,Died
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
RANCHI,0.0,Animal Crossing,Cases
RANCHI,0.0,Animal Crossing,Injured
RANCHI,0.0,Animal Crossing,Died
RANCHI,0.0,Weather Condition (Poor Visibility),Cases
RANCHI,0.0,Weather Condition (Poor Visibility),Injured
RANCHI,0.0,Weather Condition (Poor Visibility),Died
RANCHI,0.0,Weather Condition (Others Causes),Cases
RANCHI,0.0,Weather Condition (Others Causes),Injured
RANCHI,0.0,Weather Condition (Others Causes),Died
RANCHI,0.0,Lack of Road Infrastructure,Cases
RANCHI,0.0,Lack of Road Infrastructure,Injured
RANCHI,0.0,Lack of Road Infrastructure,Died
RANCHI,0.0,Vehicles parked at road  Shoulders,Cases
RANCHI,0.0,Vehicles parked at road  Shoulders,Injured
RANCHI,0.0,Vehicles parked at road  Shoulders,Died
RANCHI,0.0,Causes Not Known,Cases
RANCHI,0.0,Causes Not Known,Injured
RANCHI,0.0,Causes Not Known,Died
SRINAGAR,0.0,Careless driving/overtaking,Cases
SRINAGAR,0.0,Careless driving/overtaking,Injured
SRINAGAR,0.0,Careless driving/overtaking,Died
SRINAGAR,276.0,Over speeding,Cases
SRINAGAR,275.0,Over speeding,Injured
SRINAGAR,45.0,Over speeding,Died
SRINAGAR,0.0,DUI,Cases
SRINAGAR,0.0,DUI,Injured
SRINAGAR,0.0,DUI,Died
SRINAGAR,0.0,Physical Fatigue of Drivers,Cases
SRINAGAR,0.0,Physical Fatigue of Drivers,Injured
SRINAGAR,0.0,Physical Fatigue of Drivers,Died
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
SRINAGAR,0.0,Animal Crossing,Cases
SRINAGAR,0.0,Animal Crossing,Injured
SRINAGAR,0.0,Animal Crossing,Died
SRINAGAR,0.0,Weather Condition (Poor Visibility),Cases
SRINAGAR,0.0,Weather Condition (Poor Visibility),Injured
SRINAGAR,0.0,Weather Condition (Poor Visibility),Died
SRINAGAR,0.0,Weather Condition (Others Causes),Cases
SRINAGAR,0.0,Weather Condition (Others Causes),Injured
SRINAGAR,0.0,Weather Condition (Others Causes),Died
SRINAGAR,0.0,Lack of Road Infrastructure,Cases
SRINAGAR,0.0,Lack of Road Infrastructure,Injured
SRINAGAR,0.0,Lack of Road Infrastructure,Died
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Cases
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Injured
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Died
SRINAGAR,0.0,Causes Not Known,Cases
SRINAGAR,0.0,Causes Not Known,Injured
SRINAGAR,0.0,Causes Not Known,Died
SURAT,0.0,Careless driving/overtaking,Cases
SURAT,0.0,Careless driving/overtaking,Injured
SURAT,0.0,Careless driving/overtaking,Died
SURAT,567.0,Over speeding,Cases
SURAT,415.0,Over speeding,Injured
SURAT,190.0,Over speeding,Died
SURAT,4.0,DUI,Cases
SURAT,4.0,DUI,Injured
SURAT,0.0,DUI,Died
SURAT,0.0,Physical Fatigue of Drivers,Cases
SURAT,0.0,Physical Fatigue of Drivers,Injured
SURAT,0.0,Physical Fatigue of Drivers,Died
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
SURAT,0.0,Animal Crossing,Cases
SURAT,0.0,Animal Crossing,Injured
SURAT,0.0,Animal Crossing,Died
SURAT,0.0,Weather Condition (Poor Visibility),Cases
SURAT,0.0,Weather Condition (Poor Visibility),Injured
SURAT,0.0,Weather Condition (Poor Visibility),Died
SURAT,0.0,Weather Condition (Others Causes),Cases
SURAT,0.0,Weather Condition (Others Causes),Injured
SURAT,0.0,Weather Condition (Others Causes),Died
SURAT,0.0,Lack of Road Infrastructure,Cases
SURAT,0.0,Lack of Road Infrastructure,Injured
SURAT,0.0,Lack of Road Infrastructure,Died
SURAT,0.0,Vehicles parked at road  Shoulders,Cases
SURAT,0.0,Vehicles parked at road  Shoulders,Injured
SURAT,0.0,Vehicles parked at road  Shoulders,Died
SURAT,0.0,Causes Not Known,Cases
SURAT,0.0,Causes Not Known,Injured
SURAT,0.0,Causes Not Known,Died
THIRUVANANTHAPURAM,512.0,Careless driving/overtaking,Cases
THIRUVANANTHAPURAM,467.0,Careless driving/overtaking,Injured
THIRUVANANTHAPURAM,29.0,Careless driving/overtaking,Died
THIRUVANANTHAPURAM,609.0,Over speeding,Cases
THIRUVANANTHAPURAM,681.0,Over speeding,Injured
THIRUVANANTHAPURAM,71.0,Over speeding,Died
THIRUVANANTHAPURAM,9.0,DUI,Cases
THIRUVANANTHAPURAM,6.0,DUI,Injured
THIRUVANANTHAPURAM,0.0,DUI,Died
THIRUVANANTHAPURAM,3.0,Physical Fatigue of Drivers,Cases
THIRUVANANTHAPURAM,1.0,Physical Fatigue of Drivers,Injured
THIRUVANANTHAPURAM,2.0,Physical Fatigue of Drivers,Died
THIRUVANANTHAPURAM,2.0,Defect in Mechanical Condition of Motor Vehicle,Cases
THIRUVANANTHAPURAM,1.0,Defect in Mechanical Condition of Motor Vehicle,Injured
THIRUVANANTHAPURAM,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
THIRUVANANTHAPURAM,20.0,Animal Crossing,Cases
THIRUVANANTHAPURAM,29.0,Animal Crossing,Injured
THIRUVANANTHAPURAM,5.0,Animal Crossing,Died
THIRUVANANTHAPURAM,2.0,Weather Condition (Poor Visibility),Cases
THIRUVANANTHAPURAM,2.0,Weather Condition (Poor Visibility),Injured
THIRUVANANTHAPURAM,0.0,Weather Condition (Poor Visibility),Died
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Cases
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Injured
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Died
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Cases
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Injured
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Died
THIRUVANANTHAPURAM,32.0,Vehicles parked at road  Shoulders,Cases
THIRUVANANTHAPURAM,29.0,Vehicles parked at road  Shoulders,Injured
THIRUVANANTHAPURAM,0.0,Vehicles parked at road  Shoulders,Died
THIRUVANANTHAPURAM,24.0,Causes Not Known,Cases
THIRUVANANTHAPURAM,45.0,Causes Not Known,Injured
THIRUVANANTHAPURAM,0.0,Causes Not Known,Died
THRISSUR,13.0,Careless driving/overtaking,Cases
THRISSUR,9.0,Careless driving/overtaking,Injured
THRISSUR,6.0,Careless driving/overtaking,Died
THRISSUR,1448.0,Over speeding,Cases
THRISSUR,1621.0,Over speeding,Injured
THRISSUR,126.0,Over speeding,Died
THRISSUR,3.0,DUI,Cases
THRISSUR,2.0,DUI,Injured
THRISSUR,2.0,DUI,Died
THRISSUR,0.0,Physical Fatigue of Drivers,Cases
THRISSUR,0.0,Physical Fatigue of Drivers,Injured
THRISSUR,0.0,Physical Fatigue of Drivers,Died
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
THRISSUR,0.0,Animal Crossing,Cases
THRISSUR,0.0,Animal Crossing,Injured
THRISSUR,0.0,Animal Crossing,Died
THRISSUR,0.0,Weather Condition (Poor Visibility),Cases
THRISSUR,0.0,Weather Condition (Poor Visibility),Injured
THRISSUR,0.0,Weather Condition (Poor Visibility),Died
THRISSUR,0.0,Weather Condition (Others Causes),Cases
