Month ,Type,City,Rate
2012-06-01,19 Kg,Kolkata,1478.5
2012-06-01,19 Kg,Kolkata ,1478.5
2012-06-01,19 Kg,Mumbai,1468.5
2012-06-01,19 Kg,Mumbai ,1468.5
2012-05-01,19 Kg,Chennai,1771
2012-05-01,19 Kg,Delhi,1542.5
2012-05-01,19 Kg,Delhi ,1542.5
2012-05-01,19 Kg,Kolkata,1610
2012-05-01,19 Kg,Kolkata ,1610.0
2012-05-01,19 Kg,Mumbai,1612.0
2012-05-01,19 Kg,Mumbai ,1612.0
2012-04-01,19 Kg,Chennai,1913
2012-04-01,19 Kg,Delhi,1672
2012-04-01,19 Kg,Delhi ,1672.0
2012-04-01,19 Kg,Kolkata,1737
2012-04-01,19 Kg,Kolkata ,1737.0
2012-04-01,19 Kg,Mumbai,1751.0
2012-04-01,19 Kg,Mumbai ,1751.0
2012-03-01,19 Kg,Chennai,1690.5
2012-03-01,19 Kg,Delhi,1461.5
2012-03-01,19 Kg,Delhi ,1461.5
2012-03-01,19 Kg,Kolkata,1529
2012-03-01,19 Kg,Kolkata ,1529.0
2012-03-01,19 Kg,Mumbai,1530.5
2012-03-01,19 Kg,Mumbai ,1530.5
2012-02-01,19 Kg,Chennai,1568.5
2012-02-01,19 Kg,Delhi,1349
2012-02-01,19 Kg,Delhi ,1349.0
2012-02-01,19 Kg,Kolkata,1418.5
2012-02-01,19 Kg,Kolkata ,1418.5
2012-02-01,19 Kg,Mumbai,1410.0
2012-02-01,19 Kg,Mumbai ,1410.0
2012-01-01,19 Kg,Chennai,1480.5
2012-01-01,19 Kg,Delhi,1265.5
2012-01-01,19 Kg,Delhi ,1265.5
2012-01-01,19 Kg,Kolkata,1331.5
2012-01-01,19 Kg,Kolkata ,1331.5
2012-01-01,19 Kg,Mumbai,1320.0
2012-01-01,19 Kg,Mumbai ,1320.0
2011-11-01,19 Kg,Chennai,1337
2011-11-01,19 Kg,Delhi,1156.5
2011-11-01,19 Kg,Delhi ,1156.5
2011-11-01,19 Kg,Kolkata,1214
2011-11-01,19 Kg,Kolkata ,1214.0
2011-11-01,19 Kg,Mumbai,1202.5
2011-11-01,19 Kg,Mumbai ,1202.5
2011-10-01,19 Kg,Chennai,1354
2011-10-01,19 Kg,Delhi,1172.5
2011-10-01,19 Kg,Delhi ,1172.5
2011-10-01,19 Kg,Kolkata,1228.5
2011-10-01,19 Kg,Kolkata ,1228.5
2011-10-01,19 Kg,Mumbai,1220.0
2011-10-01,19 Kg,Mumbai ,1220.0
2011-09-01,19 Kg,Chennai,1349
2011-09-01,19 Kg,Delhi,1168
2011-09-01,19 Kg,Delhi ,1168.0
2011-09-01,19 Kg,Kolkata,1221.5
2011-09-01,19 Kg,Kolkata ,1221.5
2011-09-01,19 Kg,Mumbai,1214.5
2011-09-01,19 Kg,Mumbai ,1214.5
2011-08-01,19 Kg,Chennai,1314.5
2011-08-01,19 Kg,Delhi,1136.5
2011-08-01,19 Kg,Delhi ,1136.5
2011-08-01,19 Kg,Kolkata,1189
2011-08-01,19 Kg,Kolkata ,1189.0
2011-08-01,19 Kg,Mumbai,1180.5
2011-08-01,19 Kg,Mumbai ,1180.5
2011-07-01,19 Kg,Chennai,1366.5
2011-07-01,19 Kg,Delhi,1209
2011-07-01,19 Kg,Delhi ,1209.0
2011-07-01,19 Kg,Kolkata,1260
2011-07-01,19 Kg,Kolkata ,1260.0
2011-07-01,19 Kg,Mumbai,1258.0
2011-07-01,19 Kg,Mumbai ,1258.0
2011-06-01,19 Kg,Chennai,1432.61
2011-06-01,19 Kg,Delhi,1270.68
2011-06-01,19 Kg,Delhi ,1270.68
2011-06-01,19 Kg,Kolkata,1321.05
2011-06-01,19 Kg,Kolkata ,1321.05
2011-06-01,19 Kg,Mumbai,1324.55
2011-06-01,19 Kg,Mumbai ,1324.55
2011-05-01,19 Kg,Chennai,1345.16
2011-05-01,19 Kg,Delhi,1189.05
2011-05-01,19 Kg,Delhi ,1189.05
2011-05-01,19 Kg,Kolkata,1240.2
2011-05-01,19 Kg,Kolkata ,1240.2
2011-05-01,19 Kg,Mumbai,1236.85
2011-05-01,19 Kg,Mumbai ,1236.85
2011-04-01,19 Kg,Chennai,1313.92
2011-04-01,19 Kg,Delhi,1160.33
2011-04-01,19 Kg,Delhi ,1160.33
2011-04-01,19 Kg,Kolkata,1211.55
2011-04-01,19 Kg,Kolkata ,1211.55
2011-04-01,19 Kg,Mumbai,1174.85
2011-04-01,19 Kg,Mumbai ,1174.85
2011-03-01,19 Kg,Chennai,1282.69
2011-03-01,19 Kg,Delhi,1130.34
2011-03-01,19 Kg,Delhi ,1130.34
2011-03-01,19 Kg,Kolkata,1182.25
2011-03-01,19 Kg,Kolkata ,1182.25
2011-03-01,19 Kg,Mumbai,1174.85
2011-03-01,19 Kg,Mumbai ,1174.85
2011-02-01,19 Kg,Chennai,1383.1
2011-02-01,19 Kg,Delhi,1223.19
2011-02-01,19 Kg,Delhi ,1223.19
2011-02-01,19 Kg,Kolkata,1273.55
2011-02-01,19 Kg,Kolkata ,1273.55
2011-02-01,19 Kg,Mumbai,1274.35
2011-02-01,19 Kg,Mumbai ,1274.35
2011-01-01,19 Kg,Chennai,1388.88
2011-01-01,19 Kg,Delhi,1229.02
2011-01-01,19 Kg,Delhi ,1229.02
2011-01-01,19 Kg,Kolkata,1275.5
2011-01-01,19 Kg,Kolkata ,1275.5
2011-01-01,19 Kg,Mumbai,1280.35
2011-01-01,19 Kg,Mumbai ,1280.35
2010-12-01,19 Kg,Chennai,1215.59
2010-12-01,19 Kg,Delhi,1067.93
2010-12-01,19 Kg,Delhi ,1067.93
2010-12-01,19 Kg,Kolkata,1115.1
2010-12-01,19 Kg,Kolkata ,1115.1
2010-12-01,19 Kg,Mumbai,1107.75
2010-12-01,19 Kg,Mumbai ,1107.75
2010-11-01,19 Kg,Chennai,1108.7
2010-11-01,19 Kg,Delhi,968.38
2010-11-01,19 Kg,Delhi ,968.38
2010-11-01,19 Kg,Kolkata,1015.85
2010-11-01,19 Kg,Kolkata ,1015.85
2010-11-01,19 Kg,Mumbai,1001.1
2010-11-01,19 Kg,Mumbai ,1001.1
2010-08-01,19 Kg,Chennai,1041.15
2010-08-01,19 Kg,Delhi,905.33
2010-08-01,19 Kg,Delhi ,905.33
2010-08-01,19 Kg,Kolkata,954.25
2010-08-01,19 Kg,Kolkata ,954.25
2010-08-01,19 Kg,Mumbai,933.55
2010-08-01,19 Kg,Mumbai ,933.55
2010-07-01,19 Kg,Chennai,1092.98
2010-07-01,19 Kg,Delhi,955.21
2010-07-01,19 Kg,Delhi ,955.21
2010-07-01,19 Kg,Kolkata,1003.15
2010-07-01,19 Kg,Kolkata ,1003.15
2010-07-01,19 Kg,Mumbai,987.0
2010-07-01,19 Kg,Mumbai ,987.0
2010-01-01,19 Kg,Chennai,1176.4
2010-01-01,19 Kg,Delhi,1025.07
2010-01-01,19 Kg,Delhi ,1025.07
2010-01-01,19 Kg,Kolkata,1081.35
2010-01-01,19 Kg,Kolkata ,1081.35
2010-01-01,19 Kg,Mumbai,1073.75
2010-01-01,19 Kg,Mumbai ,1073.75
2009-12-01,19 Kg,Chennai,1096.55
2009-12-01,19 Kg,Delhi,951.5
2009-12-01,19 Kg,Delhi ,951.5
2009-12-01,19 Kg,Kolkata,1007.95
2009-12-01,19 Kg,Kolkata ,1007.95
2009-12-01,19 Kg,Mumbai,994.15
2009-12-01,19 Kg,Mumbai ,994.15
2009-10-01,19 Kg,Chennai,1020
2009-10-01,19 Kg,Delhi,880.92
2009-10-01,19 Kg,Delhi ,880.92
2009-10-01,19 Kg,Kolkata,938.45
2009-10-01,19 Kg,Kolkata ,938.45
2009-10-01,19 Kg,Mumbai,918.05
2009-10-01,19 Kg,Mumbai ,918.05
2009-09-01,19 Kg,Chennai,944.35
2009-09-01,19 Kg,Delhi,811.19
2009-09-01,19 Kg,Delhi ,811.19
2009-09-01,19 Kg,Kolkata,868.5
2009-09-01,19 Kg,Kolkata ,868.5
2009-09-01,19 Kg,Mumbai,842.65
2009-09-01,19 Kg,Mumbai ,842.65
2009-06-01,19 Kg,Chennai,794.3
2009-06-01,19 Kg,Delhi,675.38
2009-06-01,19 Kg,Delhi ,675.38
2009-06-01,19 Kg,Kolkata,732.7
2009-06-01,19 Kg,Kolkata ,732.7
2009-06-01,19 Kg,Mumbai,695.7
2009-06-01,19 Kg,Mumbai ,695.7
2009-05-01,19 Kg,Chennai,829.9
2009-05-01,19 Kg,Delhi,709.17
2009-05-01,19 Kg,Delhi ,709.17
2009-05-01,19 Kg,Kolkata,766.3
2009-05-01,19 Kg,Kolkata ,766.3
2009-05-01,19 Kg,Mumbai,732.05
2009-05-01,19 Kg,Mumbai ,732.05
2009-04-01,19 Kg,Chennai,890.3
2009-04-01,19 Kg,Delhi,765.21
2009-04-01,19 Kg,Delhi ,765.21
2009-04-01,19 Kg,Kolkata,815.5
2009-04-01,19 Kg,Kolkata ,815.5
2009-04-01,19 Kg,Mumbai,792.9
2009-04-01,19 Kg,Mumbai ,792.9
2009-03-01,19 Kg,Chennai,899.85
2009-03-01,19 Kg,Delhi,774.89
2009-03-01,19 Kg,Delhi ,774.89
2009-03-01,19 Kg,Kolkata,833.7
2009-03-01,19 Kg,Kolkata ,833.7
2009-03-01,19 Kg,Mumbai,804.45
2009-03-01,19 Kg,Mumbai ,804.45
2009-02-01,19 Kg,Chennai,805.5
2009-02-01,19 Kg,Delhi,688.16
2009-02-01,19 Kg,Delhi ,688.16
2009-02-01,19 Kg,Kolkata,747.15
2009-02-01,19 Kg,Kolkata ,747.15
2009-02-01,19 Kg,Mumbai,709.6
2009-02-01,19 Kg,Mumbai ,709.6
2009-01-01,19 Kg,Chennai,773.55
2009-01-01,19 Kg,Delhi,658.22
2009-01-01,19 Kg,Delhi ,658.22
2009-01-01,19 Kg,Kolkata,717.6
2009-01-01,19 Kg,Kolkata ,717.6
2009-01-01,19 Kg,Mumbai,677.45
2009-01-01,19 Kg,Mumbai ,677.45
2008-12-01,19 Kg,Chennai,962.85
2008-12-01,19 Kg,Delhi,831.1
2008-12-01,19 Kg,Delhi ,831.1
2008-12-01,19 Kg,Kolkata,892.8
2008-12-01,19 Kg,Kolkata ,892.8
2008-12-01,19 Kg,Mumbai,864.9
2008-12-01,19 Kg,Mumbai ,864.9
2008-11-01,19 Kg,Chennai,1251.55
2008-11-01,19 Kg,Delhi,1108.5
2008-11-01,19 Kg,Delhi ,1108.5
2008-11-01,19 Kg,Kolkata,1175.55
2008-11-01,19 Kg,Kolkata ,1175.55
2008-11-01,19 Kg,Mumbai,1165.9
2008-11-01,19 Kg,Mumbai ,1165.9
2008-10-01,19 Kg,Chennai,1239.5
2008-10-01,19 Kg,Delhi,1095.24
2008-10-01,19 Kg,Delhi ,1095.24
2008-10-01,19 Kg,Kolkata,1163.75
2008-10-01,19 Kg,Kolkata ,1163.75
2008-10-01,19 Kg,Mumbai,1151.55
2008-10-01,19 Kg,Mumbai ,1151.55
2008-09-01,19 Kg,Chennai,1203.65
2008-09-01,19 Kg,Delhi,1061.25
2008-09-01,19 Kg,Delhi ,1061.25
2008-09-01,19 Kg,Kolkata,1129.1
2008-09-01,19 Kg,Kolkata ,1129.1
2008-09-01,19 Kg,Mumbai,1114.75
2008-09-01,19 Kg,Mumbai ,1114.75
2008-08-01,19 Kg,Chennai,1263.55
2008-08-01,19 Kg,Delhi,1116.41
2008-08-01,19 Kg,Delhi ,1116.41
2008-08-01,19 Kg,Kolkata,1184.95
2008-08-01,19 Kg,Kolkata ,1184.95
2008-08-01,19 Kg,Mumbai,1174.7
2008-08-01,19 Kg,Mumbai ,1174.7
2008-06-01,19 Kg,Chennai,1184.45
2008-06-01,19 Kg,Delhi,1047.11
2008-06-01,19 Kg,Delhi ,1047.11
2008-06-01,19 Kg,Kolkata,1110.95
2008-06-01,19 Kg,Kolkata ,1110.95
2008-06-01,19 Kg,Mumbai,1099.05
2008-06-01,19 Kg,Mumbai ,1099.05
2008-05-01,19 Kg,Chennai,1105.55
2008-05-01,19 Kg,Delhi,975.46
2008-05-01,19 Kg,Delhi ,975.46
2008-05-01,19 Kg,Kolkata,1036.1
2008-05-01,19 Kg,Kolkata ,1036.1
2008-05-01,19 Kg,Mumbai,1021.05
2008-05-01,19 Kg,Mumbai ,1021.05
2008-04-01,19 Kg,Chennai,1133.8
2008-04-01,19 Kg,Delhi,1001.77
2008-04-01,19 Kg,Delhi ,1001.77
2008-04-01,19 Kg,Kolkata,1062.15
2008-04-01,19 Kg,Kolkata ,1062.15
2008-04-01,19 Kg,Mumbai,1049.5
2008-04-01,19 Kg,Mumbai ,1049.5
2008-03-01,19 Kg,Chennai,1114.95
2008-03-01,19 Kg,Delhi,982.57
2008-03-01,19 Kg,Delhi ,982.57
2008-03-01,19 Kg,Kolkata,1043.05
2008-03-01,19 Kg,Kolkata ,1043.05
2008-03-01,19 Kg,Mumbai,1029.4
2008-03-01,19 Kg,Mumbai ,1029.4
2008-02-01,19 Kg,Chennai,1165.2
2008-02-01,19 Kg,Delhi,1029.84
2008-02-01,19 Kg,Delhi ,1029.84
2008-02-01,19 Kg,Kolkata,1089.55
2008-02-01,19 Kg,Kolkata ,1089.55
2008-02-01,19 Kg,Mumbai,1080.55
2008-02-01,19 Kg,Mumbai ,1080.55
